fecha,SR17536,SR17537,SR17538,SR17539,SR17540,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1985-01-01,,,,,,,33.479004476282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8824,87.4885507001682,118.401990986229,72.9955740205743,0.443154658692624,0.49398906870635,0.561203032057802,0.379776694141474,0.748646825832327,0.38051277077415,0.517283026800607,0.155814891413483,0.351282588846283,0.378563305535966,0.507214304199183,0.348582961512249,0.611062954139835,0.196117176101482,0.295734443975273,0.165030194497944,,3.70679326744162,,40585.5711831034
1985-02-01,,,,,,,33.5627065546231,,,,,,,,,,,,,,,,,,,,,,,,,48.26,,,,,66.8016,88.2689996433138,118.295507758062,74.1891919704299,0.450443630573334,0.495869527805834,0.555741682800768,0.392505029852397,0.73303093988719,0.403076911799601,0.529936154025908,0.172644695035323,0.367429352759738,0.392723395717705,0.524642581830513,0.350673218733228,0.645719578927181,0.20457185606086,0.30383287996384,0.171126326103582,,4.02923450873739,,26801.0041439256
1985-03-01,,,,,,,31.1309694804145,,,,,,,,,,,,,,,,,,,,,,,,,55.29,,,,,66.231,88.5778721576132,118.450205837746,74.0757919255498,0.471249181617009,0.512223548771694,0.567591898988492,0.406323637270523,0.744329608322384,0.428528558230291,0.545274259628214,0.204961191295248,0.396610179185424,0.403210700206155,0.542463494268829,0.361470389668383,0.666667845976669,0.225834598151945,0.307047745428538,0.194088851192197,,4.37424845921955,,40464.1028416542
1985-04-01,,,,,,,32.1287395473061,,,,,,,,,,,,,,,,,,,,,,,,,57.77,,,,,69.0704,87.5889693077953,118.662298592896,73.0469369497127,0.494055373138283,0.537657526010437,0.591912909186341,0.422318182239652,0.782194703741636,0.455021635615771,0.558802180881737,0.244337858770385,0.428488269257063,0.418627002076452,0.561245278635556,0.382854695105023,0.682113220492113,0.232588324407295,0.312010041981132,0.196902581261173,,5.00574456733178,,71490.5321799528
1985-05-01,,,,,,,30.6735455178984,,,,,,,,,,,,,,,,,,,,,,,,,56.08,,,,,69.4595,86.6930559215778,118.716217321539,72.1269437060343,0.529967294503723,0.578255477511919,0.630282153100407,0.443724386643499,0.842630174895929,0.496106769376589,0.577291859005285,0.276713563469426,0.483267271503716,0.423264913978695,0.567360816840687,0.37603341559212,0.701623431848879,0.262281125363061,0.311679468803393,0.20959858388769,,4.83729732276035,,66639.1131066406
1985-06-01,,,,,,,31.9866438110815,,,,,,,,,,,,,,,,,,,,,,,,,61.98,,,,,70.5276,85.385826512357,118.691020210681,71.6079711053468,0.572303112483167,0.623944557987564,0.681849470928951,0.470271387533935,0.925161297656089,0.531344801432463,0.596085241647137,0.294837606818279,0.52933616081881,0.427036260042843,0.575216495632716,0.389235795493202,0.707020603420479,0.307240255606036,0.315316186724237,0.200504763216092,,5.22376690869599,,35089.9805744647
1985-07-01,,,,,,,31.739073500486,,,,,,,,,,,,,,,,,,,,,,,,,65.54,,,,,75.1907,83.8794735580036,118.681577153932,71.6684555423264,0.62432509773842,0.680591877373181,0.75201343385653,0.519641263880205,1.01857655128688,0.566754530607752,0.628572939807463,0.414373059866817,0.568232582298141,0.440689802577621,0.606296674427926,0.433678204225567,0.71697163523212,0.35295300631676,0.319115612658081,0.209512202417378,,5.87434241526677,,56734.4815931939
1985-08-01,,,,,,,32.4799573492029,,,,,,,,,,,,,,,,,,,,,,,,,69.31,,,,,86.307,83.8558966653251,118.885598051285,71.6031176163625,0.667004691364085,0.744639022159259,0.829209300147248,0.577301841660613,1.11711687853203,0.610963205189576,0.663629384038753,0.508208408402714,0.622433355386483,0.45830476503257,0.637849653295156,0.455865430903837,0.761557798374242,0.319190691135159,0.323837595786416,0.218324625369789,,6.76753868542617,,83653.5857356472
1985-09-01,,,,,,,31.5388102596571,,,,,,,,,,,,,,,,,,,,,,,,,65.35,,,,,85.9856,83.2579961827804,118.380590411231,70.8069978076374,0.723622011201918,0.803293045210112,0.893104138475672,0.619644521199427,1.20628786362292,0.660217643845825,0.704462494419386,0.0946390158351193,0.707162848656025,0.474501186233902,0.665508282216634,0.473090627127783,0.79611948830893,0.35332959775984,0.329140076801095,0.253076693093283,,6.95294793235549,,69024.0916540191
1985-10-01,,,,,,,32.0931958621222,,,,,,,,,,,,,,,,,,,,,,,,,61.95,,,,,91.256,82.0918454654766,118.943778514403,70.3131239764662,0.775998612773502,0.864569976663385,0.946821230646717,0.653277960039753,1.25274655854086,0.70174497747501,0.739047041006618,0.226835705375059,0.758690880419354,0.489662171201466,0.69911735494878,0.513606661352176,0.811656541396041,0.407202973650649,0.33189248167053,0.307889133561004,,9.14630295687037,,146238.409330085
