fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,444884,SL136,SL137,SL138,SL11136,SL11138,SL11139,SL2830,SL5114,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF235719,SF235716,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801,736181,65585,65587,65591,65593,65595,65597,130822,162374,162376,162382,162380,162384,162388,162386
1985-01-01,,,,,,,,,,,,,,32.7200417084441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.559442683922754,,,,,67.2716219341542,88.0631989300199,118.38256819399935,73.7614580151595,,,,,,,0.4549338085603803,0.5006940361267916,0.5615119689045743,0.3927539579536414,0.742000997878255,0.4040379584942733,0.5308311490938077,0.17809136256498,0.37176914999099697,0.3910342844653863,0.5247695036726697,0.3509978829957013,0.6412194988800624,0.20861202011115165,0.3023431967349253,0.176397985315791,,4.036771560283394,,36115.6888446219,11612093.0714764,1042579.45833153,104330.197071403,118533.258924239,714207.342361576,173846.911265874,118075.342515917,10099.7758106079,nan,nan,nan,nan,nan,nan,nan
1985-04-01,,,,,,,,,,,,,,31.593310384013833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.87480230711633,,,,,69.52852245221624,86.5634283093488,118.68984537503934,72.26825328721677,,,,,,,0.532101347886485,0.579952481342196,0.634680301047771,0.44557473399934233,0.8499966578009223,0.49415754390017463,0.5773939039574233,0.2722291881193433,0.48036129679657896,0.42285627589435465,0.5679372737165473,0.3812213796057127,0.6969507897208643,0.26737204760349303,0.31300675699620367,0.20102354978079864,,5.022243106711463,,58081.36121640189,11546940.1681099,1041676.15503916,95505.5119095865,126672.472047631,718569.794399915,174436.058409164,106915.80637616,10570.5345195192,nan,nan,nan,nan,nan,nan,nan
1985-07-01,,,,,,,,,,,,,,31.917277678226835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6628225035983,,,,,83.44555398495993,83.70007656415869,118.649255205477,71.35851331020673,,,,,,,0.6716423128302907,0.7428413132320163,0.8247750135407009,0.5722723492735207,1.1139945679076433,0.6126452607165936,0.6655549169108114,0.33938207338746124,0.6326128833502986,0.4582144540023993,0.6365611204925846,0.45129826352291597,0.7581622640135327,0.34192391379851667,0.3239640234073697,0.22595930660241667,,6.531690726624603,,69925.86723347293,11605606.6558549,1048190.84461986,88294.8939716387,117803.027681104,717894.795633415,174660.962406963,121301.256335139,6334.63909527396,nan,nan,nan,nan,nan,nan,nan
1985-10-01,,,,,,,,,,,,,,33.07149754405063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.18914646626104,,,,,92.68514760183956,83.14858735362736,118.51230264642334,70.59007504158761,,,,,,,0.8008343089694163,0.89103916981925,0.962319539910176,0.6711561784601473,1.27483296402149,0.7370636154734737,0.7692208358725706,0.271723364589618,0.787429689194734,0.521513773973628,0.7298682849725543,0.5797913637262693,0.8347898354997679,0.40036880974011235,0.373182756988812,0.4006646956402424,,10.253795431551376,,193911.87250692266,11581710.1937746,1045345.04335517,81836.11864689,120533.388598895,714739.388508767,169539.770142429,131354.607822246,-3698.51014785874,nan,nan,nan,nan,nan,nan,nan
1986-01-01,,,,,,,,,,,,,,35.122374666919804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.64574448348583,,,,,103.54753550904518,65.8289777848299,117.20160504266933,55.639701546637205,,,,,,,0.7989941363730416,0.8827750100668744,0.9801650267344066,0.6824637327538386,1.3031247723280932,0.723186349871279,0.8492958521982147,0.3207884028817157,0.7201487501533744,0.6407016217984071,0.8237064020717547,0.619813521771056,0.9587282514663507,0.41444279328004036,0.527068062549422,0.34794740435179833,,13.760720665800534,1894763.7591632865,554114.7032147843,11345667.8923105,1025188.29704487,98012.1913490651,119972.496864783,719018.612869823,167487.31390856,112901.45017089,-3055.66746399431,nan,nan,nan,nan,nan,nan,nan
1986-04-01,,,,,,,,,,,,,,35.5163897994712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.97507900220124,,,,,113.87359339639933,55.847512950904466,116.21931908870634,47.59722991467694,,,,,,,0.9696477883359823,1.0724639721886706,1.1997002779200834,0.8659476276785633,1.5627787977462333,0.8692771044705273,0.9465962253583794,0.43829275519176,0.8931692607947547,0.7213706324455383,0.929437767557319,0.7125392965153331,1.07271643450046,0.5048461050764733,0.5719495029086783,0.39946622496755163,,15.0756236393114,2034143.6882151067,229211.60720573933,11204328.8187642,1021359.01590513,89309.5520223553,120685.093026294,705340.278091228,157600.625096983,123254.958241691,1066.82749767154,nan,nan,nan,nan,nan,nan,nan
1986-07-01,,,,,,,,,,,,,,36.08098225152987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.07802204456739,,,,,127.61521927863299,56.35240810674643,116.00945491384266,48.995188240234235,,,,,,,1.2578662766219535,1.3861092667180834,1.5802623641939302,1.14368513311805,2.05249572032864,1.07696227364109,1.0959126847251566,0.5436232441930753,1.1570011507653633,0.892304106509962,1.0888614589554266,0.8617341249671006,1.2332111826143866,0.7691290226300304,0.7286497038968677,0.6960564248487874,,23.10869360052227,2954386.21015525,153242.16574854465,11024508.0911471,1001971.48859139,79109.6868352833,124460.92448855,695650.523548274,144836.716793347,126273.453902578,-6011.18077657605,nan,nan,nan,nan,nan,nan,nan
1986-10-01,,,,,,,,,,,,,,36.352334223769134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.408054145633,,,,,131.64830996941967,59.066090972371875,116.76822490240733,50.97924891636617,,,,,,,1.5570921876294068,1.72611759553222,1.9672236392484634,1.4284068032486168,2.5324022780097697,1.3043634576044734,1.28449202724806,0.5385916199931133,1.4342440795026266,1.0695688286992067,1.2733161488953832,1.027171235738938,1.4458148113907032,0.9732020675937513,0.9232204287795266,0.993820947849843,,40.47205337041834,4746736.054880943,327800.52365413966,10952435.2344758,999235.875974942,75434.2280294357,124724.319471777,684015.967835563,142315.945257761,136981.085897867,-11452.0145289231,nan,nan,nan,nan,nan,nan,nan
1987-01-01,,,,,,,,,,,,,,33.014674085837036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.34677417427815,,,,,137.47095683982567,64.34522516744207,117.854951513268,54.23810724343633,,,,,,,1.7425656298687466,1.9423194000139166,2.2587757564884234,1.5821878805150067,2.996213156284657,1.4441996518465068,1.4600235966173332,0.6537321339786583,1.5656267544102167,1.29297908233383,1.60134707880159,1.29685414641845,1.8035596280233868,0.959658960892133,1.0121355100746434,1.0135923217390745,,79.87577239257983,8524408.401772993,732069.486017912,11063181.1901069,1005206.07137754,81989.5399730812,123713.708060827,683002.097980951,138917.440861263,133358.887455096,3852.27619761509,nan,nan,nan,nan,nan,nan,nan
1987-04-01,,,,,,,,,,,,,,33.97975798220204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.69624501988433,,,,,138.74737875767133,68.28735394004536,119.74569928924099,56.54705428919237,,,,,,,2.224522319905567,2.43586530519622,2.85364669534725,2.00230529532961,3.7946770790112403,1.7806417431331998,1.6970866884640865,0.8199511415111563,1.9820782516852133,1.6910457627213533,2.0427710222833535,1.5918086504318032,2.3367069521478365,1.3394466429149368,1.3203188842457934,1.4096719019437867,,145.838440283326,17189040.024030533,1756510.3376096499,11370009.3174828,1032710.83153134,83702.1157801041,121869.600092178,702292.972200419,156653.674571079,134591.464984981,-1544.55798534139,nan,nan,nan,nan,nan,nan,nan
1987-07-01,,,,,,,,,,,,,,35.705255042634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.68434839603104,,,,,132.21567279446765,69.19416280280254,121.033870330819,57.6528213308712,,,,,,,2.8982866980268667,3.1894200442788,3.7625872947647934,2.6109754584969864,5.046933758192464,2.2889924082688036,2.01463847333128,1.0547221576140957,2.6465800672773736,2.1026199033682533,2.5749869671473067,1.9048662757885768,3.0155578833259167,1.74856953161902,1.6145694017459,1.8587214089871367,,281.080295405844,39866230.61804917,2853146.2629339397,11462394.4833155,1033816.46101086,87506.1557654626,118434.195368126,709103.872783386,158648.820299103,137619.440789765,1200.02721086477,nan,nan,nan,nan,nan,nan,nan
1987-10-01,,,,,,,,,,,,,,36.645058070771604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.03926958075694,,,,,128.749418955298,66.01753072473501,122.54264780070332,54.20346102261234,,,,,,,3.7516700996334262,4.164584628047376,4.88207417258539,3.3018720629524303,6.669425046529916,2.9939707942603833,2.47385859960583,1.2349445003389734,3.567397635415053,2.624410314010403,3.3219176983395733,2.49925125254102,3.89149447618246,2.1265217667878833,1.9582644352111567,2.3264339030940566,,137.14107579557165,23062336.784025896,2195424.2096135267,11560459.095168,1046308.33998501,101059.193800174,118212.851488509,713085.995602748,160232.037301439,141147.778668567,16965.3133088706,nan,nan,nan,nan,nan,nan,nan
1988-01-01,,,,,,,,,,,,,,24.624261735278736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2715655077912,,,,,122.50099487742,64.6728552538363,124.16601670371834,51.82816290614627,,,,,,,4.966409902752723,5.45345671460248,6.46714989857578,4.35178715595546,8.86777460932343,3.8654005929212367,3.0924978247394104,1.7622557804611265,4.64800928068036,3.7563556551193233,4.345743714129907,3.0227092306851895,5.240456066293823,3.218542179476453,3.1014030390779266,3.546770610553873,,175.20998193867865,32980503.606483534,1517928.3514675868,11480960.8468467,1039240.4621096,106490.308484051,119918.306735192,702877.449313962,160361.067252692,147558.025952991,11716.2611363422,nan,nan,nan,nan,nan,nan,nan
1988-04-01,,,,,,,,,,,,,,24.160671630622602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6212218831601,,,,,113.40866025027567,65.094867241876,126.16668292350634,51.20710577867417,,,,,,,5.58839486030016,6.159723666832934,7.1737729563135995,4.764608719394723,9.942087111132073,4.546458191455583,3.9481650606365335,2.063600545158797,5.2875976952459665,4.120853613591371,4.996986288047277,3.71519265359688,5.844329652986606,3.306856856397483,3.14584931049259,3.6395790205152703,,176.2576917018947,36725419.805252135,1459169.4949700397,11443043.0968728,1035906.02959467,118325.114427892,120299.539052143,701904.262128745,161222.541000247,148209.81310299,19145.1086095532,nan,nan,nan,nan,nan,nan,nan
