fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801,736181,65585,65587,65591,65593,65595,65597,130822,162374,162376,162382,162380,162384,162388,162386
1985-01-01,,,,,,,,,,,32.72133694844273,,,,,,,,,,,,,,,,,,,,,,,,,51.775,,,,,67.30499999999999,88.1120053110656,118.382568193999,73.75408685595613,,,,,,,0.45493498664242965,0.5006025691077077,0.561511985960348,0.39275291782241734,0.7420023963195174,0.40403958162840636,0.5309656207524923,0.17796236762675233,0.371358379628024,0.3915273168849556,0.5247725556323053,0.3529476793895187,0.641207982763328,0.208842725043346,0.30251063228366,0.18052889996610666,,4.03680856223436,,36108.328767342064,11612093.0714764,1042579.45833153,104330.197071403,118533.258924239,714207.342361576,173846.911265874,118075.342515917,10099.7758106079,nan,nan,nan,nan,nan,nan,nan
1985-04-01,,,,,,,,,,,31.59330952475207,,,,,,,,,,,,,,,,,,,,,,,,,58.60999999999999,,,,,69.68583333333333,86.55638541816006,118.68984537503934,72.261955705101,,,,,,,0.531925779796857,0.5803684022111156,0.6346802289775724,0.445575078424691,0.8499955584378047,0.4941577797896713,0.5773391442024737,0.2721589641892163,0.48046720648228797,0.422949376609151,0.5679402127986416,0.3817351188564853,0.6969421036924874,0.26736724152178665,0.31278351613004035,0.20633592807719034,,5.022230618447126,,58198.42982752374,11546940.1681099,1041676.15503916,95505.5119095865,126672.472047631,718569.794399915,174436.058409164,106915.80637616,10570.5345195192,nan,nan,nan,nan,nan,nan,nan
1985-07-01,,,,,,,,,,,31.91631318317727,,,,,,,,,,,,,,,,,,,,,,,,,66.73333333333333,,,,,82.49443333333333,83.66436974883004,118.64925520547699,71.35873827939564,,,,,,,0.6713294074712678,0.743095572807905,0.8247751286479353,0.5722731130261046,1.1139938238549068,0.61264502764868,0.6656039576059,0.3394467834653676,0.6328152606062311,0.4578229857022307,0.636555108105154,0.44846153835135866,0.7581810854727126,0.3418242849283886,0.32403581994085867,0.23655134473559666,,6.531647728953341,,70709.9877846276,11605606.6558549,1048190.84461986,88294.8939716387,117803.027681104,717894.795633415,174660.962406963,121301.256335139,6334.63909527396,nan,nan,nan,nan,nan,nan,nan
1985-10-01,,,,,,,,,,,33.071227848484135,,,,,,,,,,,,,,,,,,,,,,,,,65.97000000000001,,,,,93.49876666666667,83.14389214901666,118.51230264642435,70.60286884146537,,,,,,,0.8013331073704557,0.8903462091432227,0.9623194569083093,0.6711564892430006,1.2748330382562534,0.7370618581803297,0.7690862606639196,0.2718703362148453,0.7876814791237235,0.521216022615434,0.7298677106753146,0.5795263249051257,0.8347949579437933,0.4002560551463333,0.3731781424718827,0.3803672137979633,,10.25379286274361,,192953.53595868102,11581710.1937746,1045345.04335517,81836.11864689,120533.388598895,714739.388508767,169539.770142429,131354.607822246,-3698.51014785874,nan,nan,nan,nan,nan,nan,nan
1986-01-01,,,,,,,,,,,35.123877236930134,,,,,,,,,,,,,,,,,,,,,,,,,74.04666666666667,,,,,103.61086666666667,65.87348013098283,117.20160504266867,55.634244773837,,,,,,,0.7990082651142854,0.8827828205883014,0.9801651357200497,0.682462086826867,1.3031267072235202,0.723188287107747,0.8493713288006081,0.320641674699311,0.7195651447782936,0.6414493487619394,0.8237108141604775,0.6229556442021796,0.9587107662105491,0.4147011963972,0.5272686829291949,0.35265066730805567,,13.760842914190933,1894744.4714754035,553404.0161532954,11345667.8923105,1025188.29704487,98012.1913490651,119972.496864783,719018.612869823,167487.31390856,112901.45017089,-3055.66746399431,nan,nan,nan,nan,nan,nan,nan
1986-04-01,,,,,,,,,,,35.516337424300836,,,,,,,,,,,,,,,,,,,,,,,,,81.87666666666667,,,,,114.00736666666667,55.84120471000863,116.21931908870634,47.593450872106835,,,,,,,0.9694616666521934,1.0729077538638399,1.1997001583018434,0.8659481743996443,1.5627774458631232,0.8692773761405527,0.9465761365458784,0.4382237709728743,0.8932592321862817,0.7215523916299086,0.9294422429453819,0.7141696087809439,1.0727026844292367,0.5047592892681226,0.5716594534548577,0.4048241943292257,,15.075581294993901,2034159.0274532633,229862.60294572602,11204328.8187642,1021359.01590513,89309.5520223553,120685.093026294,705340.278091228,157600.625096983,123254.958241691,1066.82749767154,nan,nan,nan,nan,nan,nan,nan
1986-07-01,,,,,,,,,,,36.07964928157357,,,,,,,,,,,,,,,,,,,,,,,,,95.38,,,,,126.13806666666666,56.3205436787514,116.00945491384168,48.9962219692101,,,,,,,1.2575013906256733,1.3864222722214,1.5802623424356435,1.1436853212736702,2.052494795587117,1.0769617484711065,1.0959985945914401,0.5436921769230384,1.1572784861062766,0.8916125546152717,1.0888514956935067,0.8560349801387778,1.23324205916577,0.7690060780098237,0.7288128498614596,0.7052172951167583,,23.108548790066635,2954422.9222945734,154465.488942041,11024508.0911471,1001971.48859139,79109.6868352833,124460.92448855,695650.523548274,144836.716793347,126273.453902578,-6011.18077657605,nan,nan,nan,nan,nan,nan,nan
1986-10-01,,,,,,,,,,,36.35231454720513,,,,,,,,,,,,,,,,,,,,,,,,,98.18333333333334,,,,,133.07746666666665,59.06313214730567,116.76822490240967,50.98686634882747,,,,,,,1.5576703913244698,1.7251329998940201,1.96722365207373,1.4284085879672934,2.532402665329737,1.3043608897159267,1.28446554371144,0.5387532414949793,1.4346350306268267,1.06888099045397,1.2733160135291468,1.0266842567045968,1.4458231605395,0.9732435217918146,0.9231823122828963,0.9743675835027424,,40.4720368559829,4746697.859903679,326349.6225851,10952435.2344758,999235.875974942,75434.2280294357,124724.319471777,684015.967835563,142315.945257761,136981.085897867,-11452.0145289231,nan,nan,nan,nan,nan,nan,nan
1987-01-01,,,,,,,,,,,33.01609898175143,,,,,,,,,,,,,,,,,,,,,,,,,96.33333333333333,,,,,137.55363333333332,64.38230521862717,117.854951513267,54.23309460705567,,,,,,,1.7426358085121365,1.9424645041918067,2.25877609672437,1.5821855292122933,2.996214226284233,1.4442035880216466,1.45984674173145,0.653565050188449,1.5646445009693568,1.2943208566105833,1.6013556405349967,1.30246400349076,1.8035270245455635,0.9598684045141829,1.01225214347908,1.0193112786978291,,79.8764846073554,8524334.472749906,732988.7622299971,11063181.1901069,1005206.07137754,81989.5399730812,123713.708060827,683002.097980951,138917.440861263,133358.887455096,3852.27619761509,nan,nan,nan,nan,nan,nan,nan
1987-04-01,,,,,,,,,,,33.9796227402988,,,,,,,,,,,,,,,,,,,,,,,,,92.03666666666668,,,,,138.5687,68.28128749392803,119.74569928924033,56.54381286683449,,,,,,,2.2242679595487234,2.436373689600957,2.85364635442275,2.0023056827746633,3.7946762157809135,1.7806417468468967,1.69720199941123,0.8198938567777413,1.9823230466915234,1.6915411357697,2.0427800077611535,1.5974874957815635,2.3366769860809766,1.3391591221418466,1.3200027622608,1.4151190632511035,,145.838080110905,17189173.9537746,1759584.30285174,11370009.3174828,1032710.83153134,83702.1157801041,121869.600092178,702292.972200419,156653.674571079,134591.464984981,-1544.55798534139,nan,nan,nan,nan,nan,nan,nan
