fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,444884,SL136,SL137,SL138,SL11136,SL11137,SL11138,SL11139,SL2829,SL2830,SL5113,SL5114,SL11298,SL11295,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF235719,SF235716,SF61745,SF282,SF3338,SF3270,SF3367,SF17990,SF18608,SF30057,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1985-01-01,,,,,,,,,,,,,,31.633333333333336,,,,,,,,,0.9388,,,,,,,,,,,,,,,,,,,,,,,,,,,51.775,51.85666666666666,52.080000000000005,,,,,,,,,67.30499999999999,87.98066666666666,118.20266666666667,74.43166666666667,,,,,,,0.5233973333333334,0.5721083333333333,0.6322903333333333,0.45122733333333337,0.8279846666666666,0.46901666666666664,0.5419046666666666,0.2166243333333333,0.46835766666666667,0.3946083333333333,0.5234303333333333,0.344439,0.645203,0.28296499999999997,0.308884,0.22781433333333334,,4.1000000000000005,,32398.333333333332
1985-04-01,,,,,,,,,,,,,,32.46666666666667,,,,,,,,,0.9950666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,58.60999999999999,61.30666666666667,63.66,,,,,,,,,69.68583333333333,86.38833333333334,118.95233333333333,72.62566666666667,,,,,,,0.5742663333333334,0.6323443333333333,0.697639,0.49581866666666663,0.9166993333333333,0.520114,0.5948273333333333,0.224742,0.5248106666666666,0.42256333333333335,0.574678,0.4010853333333333,0.692092,0.29001933333333335,0.3137566666666667,0.23911866666666667,,4.783333333333333,,52935.333333333336
1985-07-01,,,,,,,,,,,,,,32.300000000000004,,,,,,,,,1.1076,,,,,,,,,,,,,,,,,,,,,,,,,,,66.73333333333333,71.43333333333334,74.01,,,,,,,,,82.49443333333333,83.39166666666667,118.73833333333334,70.23133333333334,,,,,,,0.634964,0.7038513333333333,0.7699186666666668,0.5324333333333334,1.0343473333333335,0.5881949999999999,0.662018,0.27424733333333334,0.597069,0.45674566666666666,0.6385636666666666,0.45782133333333336,0.7604016666666666,0.297526,0.31807500000000005,0.2528703333333333,,6.57,,71638.0
1985-10-01,,,,,,,,,,,,,,32.800000000000004,,,,,,,,,1.1076,,,,,,,,,,,,,,,,,,,,,,,,,,,65.97000000000001,70.16666666666667,74.01,,,,,,,,,93.49876666666667,83.69866666666667,118.33133333333335,70.73266666666666,,,,,,,0.723229,0.8021756666666667,0.879754,0.5975793333333334,1.1985173333333334,0.6671643333333334,0.7434346666666666,0.3451376666666666,0.6772119999999999,0.5191516666666667,0.7207393333333334,0.5526606666666667,0.832742,0.34282866666666667,0.3721433333333333,0.280162,,10.54,,220006.66666666666
1986-01-01,,,,,,,,,,,,,,34.0,,,,,,,,,1.4745,,,,,,,,,,,,,,,,,,,,,,,,,,,74.04666666666667,77.05333333333333,74.01,,,,,,,,,103.61086666666667,65.734,117.04366666666665,56.144000000000005,,,,,,,0.872311,0.9585710000000001,1.0546696666666666,0.746444,1.3906326666666666,0.7924793333333334,0.86105,0.3647916666666667,0.8226306666666666,0.6462793333333333,0.8218103333333332,0.6088273333333333,0.9646723333333332,0.49594,0.5385793333333333,0.4048236666666667,,13.866666666666667,1908230.6666666667,499362.6666666667
1986-04-01,,,,,,,,,,,,,,36.53333333333333,,,,,,,,,1.5978666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,81.87666666666667,82.58333333333333,74.01,,,,,,,,,114.00736666666667,55.75966666666667,116.47566666666667,47.87166666666667,,,,,,,1.0164666666666666,1.131205,1.2699553333333333,0.92149,1.6396513333333333,0.8996766666666667,0.9661506666666666,0.3825066666666667,0.944353,0.7211596666666668,0.940427,0.7505449999999999,1.0656676666666667,0.5319443333333334,0.5729686666666667,0.44358233333333336,,14.466666666666667,1986282.0,206929.33333333334
1986-07-01,,,,,,,,,,,,,,36.53333333333333,,,,,,,,,1.8446,,,,,,,,,,,,,,,,,,,,,,,,,,,95.38,90.5,74.01,,,,,,,,,126.13806666666666,56.01,116.07933333333334,48.25533333333333,,,,,,,1.215892,1.3412976666666667,1.5199436666666666,1.0988076666666666,1.9686766666666669,1.046969,1.091225,0.4754483333333333,1.1140246666666667,0.8892233333333334,1.0920406666666667,0.8732340000000001,1.2362736666666667,0.7178556666666666,0.71487,0.7146626666666668,,23.400000000000002,2942395.0,154106.0
1986-10-01,,,,,,,,,,,,,,35.96666666666666,,,,,,,,,2.2438,,,,,,,,,,,,,,,,,,,,,,,,,,,98.18333333333334,105.90333333333335,74.01,,,,,,,,,133.07746666666665,59.546,116.57933333333334,51.078,,,,,,,1.4689543333333333,1.6250033333333331,1.8723746666666665,1.3416873333333335,2.443445,1.225055,1.2535056666666666,0.6189269999999999,1.308965,1.0641406666666666,1.2574256666666666,0.9789753333333332,1.4423273333333333,0.9043899999999999,0.9193873333333333,0.8630563333333333,,41.333333333333336,4836334.333333333,373228.6666666667
1987-01-01,,,,,,,,,,,,,,32.06666666666667,,,,,,,,,2.7608,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33333333333333,103.91333333333334,112.43,,,,,,,,,137.55363333333332,64.26033333333334,117.73866666666667,54.577666666666666,,,,,,,1.8266466666666668,2.0293886666666667,2.3421506666666665,1.6593456666666666,3.0856480000000004,1.524542,1.4776306666666665,0.7086413333333333,1.6836039999999999,1.3037023333333333,1.5983850000000002,1.270808,1.8146906666666667,1.0549076666666668,1.034445,1.0821896666666666,,79.54,8545336.0,628742.6666666666
1987-04-01,,,,,,,,,,,,,,35.06666666666667,,,,,,,,,3.3148,,,,,,,,,,,,,,,,,,,,,,,,,,,92.03666666666668,98.78666666666668,110.31,,,,,,,,,138.5687,68.26133333333333,119.99966666666667,56.882000000000005,,,,,,,2.280025666666667,2.504322333333333,2.9346786666666667,2.065457,3.887287666666667,1.819096,1.7197293333333334,0.7462886666666666,2.046065666666667,1.6918393333333333,2.0661876666666665,1.6750143333333334,2.3228753333333336,1.376371,1.3211136666666665,1.468771,,142.42666666666665,16906568.666666668,1659850.0
