fecha,SR16967,SL136,SL137,SL138,SL11136,SL11138,SL11139,SL2830,SL5114,SL11439,SL11453,SL11432,SL11426,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF235719,SF235716,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1985-01-01,,,,33.4741476023992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8696640877261,87.4728215685028,118.401990986211,73.0004036605904,,,,,,,0.44312559455216,0.493510721763279,0.561203102233107,0.379770652653918,0.748643907546348,0.379160952218349,0.51727630432713,0.156052758007159,0.351278482171959,0.377717213034568,0.507244874203986,0.349638942408259,0.611151535744621,0.196094149118443,0.295926080878338,0.166848913941312,,3.70669027100201,,40742.760764242
1985-02-01,,,,33.5597866822179,,,,,,,,,,,,,,,,,,,,,,,,,45.7364151269893,,,,,66.5427029053569,88.274364304098,118.295507758047,74.1972819313915,,,,,,,0.450419133595059,0.495784762014297,0.55574153081962,0.392504025709538,0.73302942376356,0.403088320691175,0.529932220096144,0.172789246367792,0.367424050299526,0.392534313588519,0.524586617650506,0.347192400970527,0.645805493370514,0.204459472340467,0.30397534316058,0.171396498903019,,4.02935899757739,,26771.4308104495
1985-03-01,,,,31.1281862883252,,,,,,,,,,,,,,,,,,,,,,,,,51.38246893533,,,,,66.4025612317719,88.4420941103673,118.45020583774,74.0877565014193,,,,,,,0.471230374657081,0.512511765715113,0.567591268624421,0.406324041505727,0.744329626680692,0.428562902247455,0.54527402975973,0.205035625038105,0.396604644568365,0.40291765755946,0.542407096104066,0.356208613251281,0.666742134659988,0.22544065845192,0.307151009561015,0.193091284651087,,4.37417440042752,,40834.978473485
1985-04-01,,,,32.1255590967537,,,,,,,,,,,,,,,,,,,,,,,,,54.8605800055727,,,,,68.2398873660104,87.5954188656825,118.662298592897,73.0574574581972,,,,,,,0.494042315221237,0.538107734207142,0.591911863588455,0.422318913596117,0.782195879462406,0.455073311744188,0.558804833291385,0.244371783737097,0.42848396802875,0.418331536676277,0.561215265233953,0.384181134147306,0.682174244059147,0.232563152062608,0.312021509722498,0.195460250988447,,5.00572257762824,,71932.1197429618
1985-05-01,,,,30.6702075628006,,,,,,,,,,,,,,,,,,,,,,,,,57.4996411601567,,,,,69.0389029684601,86.7007036929033,118.71621732154,72.1352430281564,,,,,,,0.529957064501756,0.578674867949787,0.630280875779071,0.443725095331596,0.84263165153553,0.496177551854673,0.577295048785992,0.27687672763803,0.483264757737558,0.42310188364358,0.56731995960031,0.368996188102964,0.701659435460097,0.262370394560535,0.311659811239936,0.20823652716835,,4.83726211036301,,67021.7120277583
1985-06-01,,,,31.9825390046983,,,,,,,,,,,,,,,,,,,,,,,,,64.2641938665379,,,,,71.3070071717684,85.3950613396534,118.691020210681,71.6144549577096,,,,,,,0.572292335614846,0.624322708932127,0.68184816028245,0.470271875657399,0.92516252089319,0.531419552262539,0.596087300645695,0.295222061248322,0.529335026345715,0.427118238611537,0.575196900141711,0.390657140128802,0.707044508875745,0.307407469506595,0.315321008591584,0.20140609689396,,5.22378928550131,,35289.098948656
1985-07-01,,,,31.7359176182026,,,,,,,,,,,,,,,,,,,,,,,,,68.4322659180378,,,,,76.4631567463541,83.9248838343943,118.681577153883,71.6903419492321,,,,,,,0.624313635741891,0.680899086857789,0.752012391652694,0.519641731036109,1.01857758045852,0.566779604819532,0.628574657250443,0.411431030866281,0.568232085101502,0.441082519667348,0.606297297037219,0.434488133598601,0.716929576202818,0.35308793173348,0.319097056640741,0.209292956344086,,5.87439230013239,,56796.0072777016
1985-08-01,,,,32.4764946959459,,,,,,,,,,,,,,,,,,,,,,,,,72.2765019079434,,,,,87.2571101842713,83.9042558827222,118.885598051301,71.6020227351295,,,,,,,0.666991290490397,0.744912885682429,0.829208620787753,0.577301841216262,1.11711751863863,0.610905843685402,0.66363144804628,0.51183118566228,0.622433669930997,0.458639160538565,0.637870294522417,0.456089212249008,0.761488185722114,0.319551259802204,0.323723685925258,0.217340989534253,,6.76763196145198,,83710.941517399
1985-09-01,,,,31.5352556077627,,,,,,,,,,,,,,,,,,,,,,,,,68.2797025505814,,,,,86.6160338033269,83.2711939851338,118.380590411247,70.7814929821599,,,,,,,0.723607970078573,0.80347439915064,0.893104007035464,0.619643312114497,1.2062886379411,0.660391059277262,0.704465093594175,0.0950763058549158,0.707173074217261,0.474888436282537,0.665554176862361,0.463261352932566,0.796018279860155,0.353303667891521,0.329069881923039,0.253734731574161,,6.95312093751237,,69270.6224648049
1985-10-01,,,,32.1022664849248,,,,,,,,,,,,,,,,,,,,,,,,,66.0495489808002,,,,,89.9593605712487,82.0851899003354,118.943778514418,70.3134043216775,,,,,,,0.776008249873995,0.864794375321644,0.946828338984638,0.653275911574938,1.25274586082491,0.702304437148094,0.739048811282956,0.224609203323819,0.758704650156324,0.490247684362829,0.699315470123739,0.522003161073688,0.811621523914629,0.405170442644297,0.331776932698572,0.308453643035473,,9.14648356256252,,142162.66544366
1985-11-01,,,,34.2024377696874,,,,,,,,,,,,,,,,,,,,,,,,,66.6608776102592,,,,,92.8716495547069,84.7444688848791,118.649963762558,71.3945304430047,,,,,,,0.849614406612208,0.939414457151618,0.990135539560694,0.697924101944014,1.2876327631684,0.798476868861918,0.776240208812757,0.280514277270816,0.879826974815779,0.505013312820319,0.733496151299542,0.585961195817966,0.837015239492096,0.390318519276048,0.33563299690928,0.570008129497989,,10.2030528300675,,208840.050997564
1985-12-01,,,,32.9139637238279,,,,,,,,,,,,,,,,,,,,,,,,,68.8570064132904,,,,,95.2244581273572,82.615393143388,117.943165662294,70.0606285921805,,,,,,,0.776935313692099,0.866830522728198,0.949994778365324,0.662671621356962,1.28412020960689,0.711270336494556,0.792374509319176,0.31050679023068,0.723757792819507,0.569254466913363,0.756941708121632,0.631125922661133,0.855702863465587,0.404973304161989,0.452136421471341,0.316850968369259,,11.4118821004231,,230729.68119014
1986-01-01,,,,35.2666939811402,,,,,,,,,,,,,,,,,,,,,,,,,68.596613323546,,,,,96.890067688009,74.475394997951,117.477714372617,62.8274055494528,,,,,,,0.775662635993108,0.857991038593372,0.957947880635826,0.657437713309236,1.26830613100959,0.688253069955552,0.817565748626106,0.300044062769986,0.696122055423315,0.621412517007673,0.808817333676023,0.642353762277226,0.913156616359486,0.393647547167368,0.51325841852599,0.317992792088118,,14.2758674634119,1863189.93548467,385459.940084965
