fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801,736181,65585,65587,65591,65593,65595,65597,130822,162374,162376,162382,162380,162384,162388,162386
1985-01-01,,,,,,,,,,,32.72382260206553,,,,,,,,,,,,,,,,,,,,,,,,,51.775,,,,,67.30499999999999,88.11201692752763,118.38256819401234,73.7535383496692,,,,,,,0.4549417051122457,0.5006939834683187,0.5615121387194609,0.392868349493909,0.7420022568453236,0.404039396718362,0.530831134359996,0.17794354994407802,0.3717736895145944,0.3915034409853457,0.524774507441629,0.35357552330453873,0.645203,0.20885424103762398,0.3023134661482107,0.18082859092838133,,4.036970953686617,,35955.15559189523,11612093.0714764,1042579.45833153,104330.197071403,118533.258924239,714207.342361576,173846.911265874,118075.342515917,10099.7758106079,nan,nan,nan,nan,nan,nan,nan
1985-04-01,,,,,,,,,,,31.59454424602067,,,,,,,,,,,,,,,,,,,,,,,,,58.60999999999999,,,,,69.68583333333333,86.5564109501578,118.68984537503866,72.26066232405451,,,,,,,0.5319285875518287,0.5799518905355443,0.634681192854289,0.445438003063615,0.8499958277901333,0.49415773102134003,0.5773931559679443,0.27214692669987367,0.48036372358437135,0.4229768769390763,0.5679419581801083,0.38270796872943436,0.692092,0.26738519944635764,0.3127702499895603,0.20655221553991032,,5.022275548390707,,57730.92435523777,11546940.1681099,1041676.15503916,95505.5119095865,126672.472047631,718569.794399915,174436.058409164,106915.80637616,10570.5345195192,nan,nan,nan,nan,nan,nan,nan
1985-07-01,,,,,,,,,,,31.916645224055433,,,,,,,,,,,,,,,,,,,,,,,,,66.73333333333333,,,,,82.49443333333333,83.6643647107369,118.64925520548302,71.35949728974838,,,,,,,0.6713319204171707,0.7428412494605068,0.8247755653403833,0.5721958655153471,1.11399395024565,0.6126451364866571,0.665554944478507,0.3394451226839252,0.6326098250639037,0.45782930386837434,0.6365502654417491,0.45421142075311266,0.7604016666666666,0.3418511135386613,0.3241067499097167,0.23631797105589433,,6.531162377146053,,69805.29938185208,11605606.6558549,1048190.84461986,88294.8939716387,117803.027681104,717894.795633415,174660.962406963,121301.256335139,6334.63909527396,nan,nan,nan,nan,nan,nan,nan
1985-10-01,,,,,,,,,,,33.06706208222983,,,,,,,,,,,,,,,,,,,,,,,,,65.97000000000001,,,,,93.49876666666667,83.14385964183006,118.51230264639366,70.60388732847967,,,,,,,0.8013202682681637,0.891039981506213,0.9623175804245663,0.6712891833634184,1.2748328394865498,0.7370620459651646,0.7692216130165573,0.27190607949762563,0.7874236852622807,0.5212064361985626,0.7298687189369827,0.5695900023276946,0.832742,0.40019944849009464,0.37331979226966067,0.38006274893368935,,10.254059141954537,,195563.14516704567,11581710.1937746,1045345.04335517,81836.11864689,120533.388598895,714739.388508767,169539.770142429,131354.607822246,-3698.51014785874,nan,nan,nan,nan,nan,nan,nan
1986-01-01,,,,,,,,,,,35.126601089975104,,,,,,,,,,,,,,,,,,,,,,,,,74.04666666666667,,,,,103.61086666666667,65.87349142318128,117.20160504269167,55.633904928322636,,,,,,,0.7990161686523333,0.882774901499623,0.9801657744709787,0.6825141100998904,1.3031265282049267,0.7231879627311834,0.8492953000283463,0.3206190979192876,0.7201571932320884,0.641412717936304,0.8237135765759497,0.6237142332770903,0.9646723333333332,0.41471275849069933,0.5269432536863979,0.352986913637928,,13.761410357565033,1894755.8785833968,550187.47489605,11345667.8923105,1025188.29704487,98012.1913490651,119972.496864783,719018.612869823,167487.31390856,112901.45017089,-3055.66746399431,nan,nan,nan,nan,nan,nan,nan
1986-04-01,,,,,,,,,,,35.51764998616513,,,,,,,,,,,,,,,,,,,,,,,,,81.87666666666667,,,,,114.00736666666667,55.84123025983837,116.21931908870665,47.59267708142261,,,,,,,0.9694641670253897,1.07246328065149,1.199701155129,0.8658248564162734,1.5627777204299533,0.8692773581733567,0.946595591247077,0.4382104243680347,0.8931721380279,0.7215965824968104,0.9294448600491002,0.7157523065074543,1.0656676666666667,0.5047768606003084,0.5716342830012267,0.40505222620527737,,15.075696758760898,2034143.3235466133,227857.671743355,11204328.8187642,1021359.01590513,89309.5520223553,120685.093026294,705340.278091228,157600.625096983,123254.958241691,1066.82749767154,nan,nan,nan,nan,nan,nan,nan
1986-07-01,,,,,,,,,,,36.0801837272327,,,,,,,,,,,,,,,,,,,,,,,,,95.38,,,,,126.13806666666666,56.3205387309412,116.00945491386166,48.99668913151404,,,,,,,1.25750328529168,1.3861092522762568,1.5802623677851433,1.14357132852427,2.0524950397663932,1.07696197614662,1.0959135559763367,0.5436909437683963,1.1569941668577532,0.8916240013070427,1.08884356230034,0.8668411246335544,1.2362736666666667,0.7690341914677531,0.728969852281726,0.7049800836353987,,23.106773619128035,2954394.8533007335,153100.145741344,11024508.0911471,1001971.48859139,79109.6868352833,124460.92448855,695650.523548274,144836.716793347,126273.453902578,-6011.18077657605,nan,nan,nan,nan,nan,nan,nan
1986-10-01,,,,,,,,,,,36.347729785396666,,,,,,,,,,,,,,,,,,,,,,,,,98.18333333333334,,,,,133.07746666666665,59.06310145710257,116.76822490234667,50.9875043481662,,,,,,,1.5576572568633866,1.7261185918954236,1.9672214461024167,1.4287008067813065,2.53240230555522,1.3043611832401434,1.2844934399251835,0.5387957108377607,1.4342356726336802,1.06886149101473,1.2733182447218365,1.0108132501625609,1.4423273333333333,0.9731881306764613,0.9235901730760796,0.9739705249196292,,40.47319363306113,4746743.769470722,331492.9708009267,10952435.2344758,999235.875974942,75434.2280294357,124724.319471777,684015.967835563,142315.945257761,136981.085897867,-11452.0145289231,nan,nan,nan,nan,nan,nan,nan
1987-01-01,,,,,,,,,,,33.0184904877392,,,,,,,,,,,,,,,,,,,,,,,,,96.33333333333333,,,,,137.55363333333332,64.38231424001503,117.85495151329467,54.23274042067334,,,,,,,1.7426449896673801,1.9423191079868836,2.2587782016806934,1.5821192726341033,2.9962140542431364,1.4442028369123732,1.4600202856276498,0.6535376384635451,1.56565023312107,1.29425515453113,1.6013609536595734,1.30343320191519,1.8146906666666667,0.959875886373855,1.0117017436149167,1.0197152181791955,,79.8792854177939,8524374.262628512,725051.2178923575,11063181.1901069,1005206.07137754,81989.5399730812,123713.708060827,683002.097980951,138917.440861263,133358.887455096,3852.27619761509,nan,nan,nan,nan,nan,nan,nan
1987-04-01,,,,,,,,,,,33.98080246669773,,,,,,,,,,,,,,,,,,,,,,,,,92.03666666666668,,,,,138.5687,68.28131233268186,119.74569928926734,56.543081632327066,,,,,,,2.2242698622133332,2.43586461075761,2.8536460543464734,2.00216694849484,3.794676745078083,1.7806419221845433,1.6970869659249335,0.8198779335091704,1.98207267538887,1.69163124280793,2.0427852434916303,1.6000387255868702,2.3228753333333336,1.3391750625076202,1.3199665094228699,1.4153898181691267,,145.83922802396032,17189041.669341665,1747416.3166860768,11370009.3174828,1032710.83153134,83702.1157801041,121869.600092178,702292.972200419,156653.674571079,134591.464984981,-1544.55798534139,nan,nan,nan,nan,nan,nan,nan
