fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801,736181,65585,65587,65591,65593,65595,65597,130822,162374,162376,162382,162380,162384,162388,162386
1985-01-01,,,,,,,,,,,32.724154343449634,,,,,,,,,,,,,,,,,,,,,,,,,51.775,,,,,67.30499999999999,88.11201692752763,118.38256819401234,73.7535383496692,,,,,,,0.4549421468025563,0.5006939968708797,0.5615121773482964,0.3928683377380657,0.742002480250772,0.40403941045541597,0.530831143112112,0.17794201920480202,0.3717736095964317,0.3915011284213463,0.5246605556849964,0.353575523304571,0.641190150562318,0.20882575397200331,0.30231557037629403,0.18107034384389534,,4.0370313482334765,,35955.66530992627,11612093.0714764,1042579.45833153,104330.197071403,118533.258924239,714207.342361576,173846.911265874,118075.342515917,10099.7758106079,nan,nan,nan,nan,nan,nan,nan
1985-04-01,,,,,,,,,,,31.594556648912867,,,,,,,,,,,,,,,,,,,,,,,,,58.60999999999999,,,,,69.68583333333333,86.5564109501578,118.68984537503866,72.26066232405451,,,,,,,0.5319287725295246,0.5799520161507504,0.6346812951741493,0.44543800504701997,0.8499953537856276,0.49415773464508167,0.5773932641446881,0.2721458512161637,0.48036368326432566,0.4229790536512554,0.5678738336286676,0.38270796872970436,0.6969331197291071,0.267346627958436,0.3127708780152603,0.206728998498687,,5.022253613927037,,57729.999972289464,11546940.1681099,1041676.15503916,95505.5119095865,126672.472047631,718569.794399915,174436.058409164,106915.80637616,10570.5345195192,nan,nan,nan,nan,nan,nan,nan
1985-07-01,,,,,,,,,,,31.916405538035963,,,,,,,,,,,,,,,,,,,,,,,,,66.73333333333333,,,,,82.49443333333333,83.6643647107369,118.64925520548302,71.35949728974838,,,,,,,0.6713320862027361,0.7428412623698654,0.8247756302247247,0.5721958643807257,1.11399374459196,0.6126451283996891,0.6655549298058899,0.3394441960752847,0.6326098773859417,0.45783003751664236,0.636636005633298,0.45421142075282833,0.758191027114807,0.341789621446783,0.3241055764498137,0.236133449219507,,6.53106992099485,,69805.42720850934,11605606.6558549,1048190.84461986,88294.8939716387,117803.027681104,717894.795633415,174660.962406963,121301.256335139,6334.63909527396,nan,nan,nan,nan,nan,nan,nan
1985-10-01,,,,,,,,,,,33.06697147909363,,,,,,,,,,,,,,,,,,,,,,,,,65.97000000000001,,,,,93.49876666666667,83.14385964183006,118.51230264639366,70.60388732847967,,,,,,,0.8013194233001683,0.8910398075310297,0.9623173352545781,0.6712891929652257,1.2748331979027967,0.7370620320143096,0.7692214950732303,0.27190988505365005,0.787423787318731,0.521206022349191,0.7300108766023801,0.5695900023275241,0.8348190782155767,0.40032795877270133,0.373318037095693,0.3798104911740046,,10.254090459044157,,195562.817281754,11581710.1937746,1045345.04335517,81836.11864689,120533.388598895,714739.388508767,169539.770142429,131354.607822246,-3698.51014785874,nan,nan,nan,nan,nan,nan,nan
1986-01-01,,,,,,,,,,,35.12698397638487,,,,,,,,,,,,,,,,,,,,,,,,,74.04666666666667,,,,,103.61086666666667,65.87349142318128,117.20160504269167,55.633904928322636,,,,,,,0.7990166881421189,0.8827749268989372,0.980165884877473,0.682514101156785,1.3031268120309267,0.723187986831046,0.8492954020715556,0.3206173328062683,0.7201570509004873,0.641409141479898,0.823538838776669,0.6237142332772223,0.9586833409205274,0.414685106607807,0.5269466607519934,0.353259932387501,,13.7616103977568,1894756.5164638965,550194.5936323818,11345667.8923105,1025188.29704487,98012.1913490651,119972.496864783,719018.612869823,167487.31390856,112901.45017089,-3055.66746399431,nan,nan,nan,nan,nan,nan,nan
1986-04-01,,,,,,,,,,,35.51765327554973,,,,,,,,,,,,,,,,,,,,,,,,,81.87666666666667,,,,,114.00736666666667,55.84123025983837,116.21931908870665,47.59267708142261,,,,,,,0.9694643318238816,1.072463427475814,1.1997012540852168,0.8658248574870037,1.5627772418567734,0.8692773595087057,0.946595657452835,0.4382090450667873,0.8931720865610533,0.7216000693561697,0.9293377627517504,0.7157523065082073,1.07268919140231,0.504739879496338,0.5716354296364013,0.40523629857480997,,15.0756245008914,2034140.4032086402,227854.88735171966,11204328.8187642,1021359.01590513,89309.5520223553,120685.093026294,705340.278091228,157600.625096983,123254.958241691,1066.82749767154,nan,nan,nan,nan,nan,nan,nan
1986-07-01,,,,,,,,,,,36.0798572653479,,,,,,,,,,,,,,,,,,,,,,,,,95.38,,,,,126.13806666666666,56.3205387309412,116.00945491386166,48.99668913151404,,,,,,,1.2575034105406935,1.3861092538034903,1.5802623494835266,1.1435713285906601,2.05249463538693,1.07696195922909,1.095913461269,0.5436899923572673,1.1569942832546298,0.8916253340472501,1.08899846314751,0.8668411246326734,1.2332588726616234,0.768968468521506,0.7289673850731934,0.7047920039018404,,23.106456470387798,2954391.2377442433,153100.213758698,11024508.0911471,1001971.48859139,79109.6868352833,124460.92448855,695650.523548274,144836.716793347,126273.453902578,-6011.18077657605,nan,nan,nan,nan,nan,nan,nan
1986-10-01,,,,,,,,,,,36.3476902587322,,,,,,,,,,,,,,,,,,,,,,,,,98.18333333333334,,,,,133.07746666666665,59.06310145710257,116.76822490234667,50.9875043481662,,,,,,,1.5576563923484932,1.7261183796547634,1.9672211925297134,1.42870081032623,2.5324029426224866,1.3043611614337134,1.2844932136358966,0.538800359241808,1.4342358256087966,1.0688606653368433,1.27353261936831,1.0108132501615394,1.4458632730775234,0.973313149121355,0.9235859141893012,0.9736460566095867,,40.4733024980487,4746753.735624324,331492.5198586346,10952435.2344758,999235.875974942,75434.2280294357,124724.319471777,684015.967835563,142315.945257761,136981.085897867,-11452.0145289231,nan,nan,nan,nan,nan,nan,nan
1987-01-01,,,,,,,,,,,33.018856333813495,,,,,,,,,,,,,,,,,,,,,,,,,96.33333333333333,,,,,137.55363333333332,64.38231424001503,117.85495151329467,54.23274042067334,,,,,,,1.7426455929758866,1.9423191732081833,2.2587785132100766,1.58211926911758,2.9962143067913067,1.4442028927192332,1.46002074690698,0.653535594001284,1.56564983569061,1.29424861361057,1.60104007477688,1.3034332019162032,1.8034763440950634,0.9598608807986846,1.0117071273148233,1.0200459018694523,,79.88042307465197,8524375.347600527,725055.8863791833,11063181.1901069,1005206.07137754,81989.5399730812,123713.708060827,683002.097980951,138917.440861263,133358.887455096,3852.27619761509,nan,nan,nan,nan,nan,nan,nan
1987-04-01,,,,,,,,,,,33.98078725542613,,,,,,,,,,,,,,,,,,,,,,,,,92.03666666666668,,,,,138.5687,68.28131233268186,119.74569928926734,56.543081632327066,,,,,,,2.2242699879065735,2.4358647582235764,2.853646002469887,2.0021669495750833,3.7946758692541,1.7806419091566366,1.6970868419470635,0.8198759593395026,1.98207275520645,1.6916383543279565,2.0425568808667602,1.60003872558899,2.3366497890868234,1.3391436983461198,1.3199689572372766,1.41560257473313,,145.83863798650336,17189017.7360674,1747392.0940826868,11370009.3174828,1032710.83153134,83702.1157801041,121869.600092178,702292.972200419,156653.674571079,134591.464984981,-1544.55798534139,nan,nan,nan,nan,nan,nan,nan
