fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,444884,SL136,SL137,SL138,SL11136,SL11138,SL11139,SL2830,SL5114,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1985-01-01,,,,,,,,,,,,,,33.474243848661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8824,87.4721027043484,118.401990986211,73.0008600024844,,,,,,,0.443138961355242,0.49398972238804,0.561203097457501,0.379770835201079,0.748644130788755,0.37916432348835,0.517623314764343,0.156055114560784,0.351278532791176,0.377695440782796,0.507222275872727,0.349640428313478,0.611129576835881,0.196124633459046,0.295916827221653,0.17207644827227,,3.70673382748629,,40741.6587727478
1985-02-01,,,,,,,,,,,,,,33.5598432304956,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.26,,,,,66.8016,88.2750247094797,118.295507758047,74.1968516695221,,,,,,,0.450430393331292,0.49586938614725,0.555741473782702,0.392504060910246,0.73302951661842,0.403089338064643,0.530042611508861,0.172792592802137,0.367424113287276,0.392506929837841,0.524632913735364,0.347185218645299,0.645785914902978,0.204589977849267,0.303965908994504,0.17466878116748,,4.02932215639839,,26769.8619888002
1985-03-01,,,,,,,,,,,,,,31.1283508614817,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.29,,,,,66.231,88.4417970050895,118.45020583774,74.0862658153219,,,,,,,0.471239006924734,0.512222732011878,0.567591118127041,0.406324035699617,0.744329574855731,0.428563771937152,0.545230714952234,0.205039028386808,0.396604709195272,0.402896448500318,0.542454407379097,0.356203956386893,0.666720554054362,0.225861011950043,0.307142716010552,0.1953771391461,,4.37420528541182,,40835.8095111077
1985-04-01,,,,,,,,,,,,,,32.125903058078,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77,,,,,69.0704,87.5958768617153,118.662298592897,73.0561537864639,,,,,,,0.494048296762149,0.537656382418511,0.591911642614098,0.422318900211951,0.782195717279321,0.455073846697779,0.558721040551753,0.244374427328162,0.428484017361138,0.418326736841494,0.561239769326975,0.384180446058798,0.682153957578155,0.232608841505304,0.312043408953611,0.197685830015557,,5.00573337911214,,71932.1731868871
1985-05-01,,,,,,,,,,,,,,30.6707106527939,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.08,,,,,69.4595,86.701044560809,118.71621732154,72.1341352499362,,,,,,,0.529961742738338,0.578254465455108,0.630280644664419,0.44372508253958,0.842631475892786,0.496177770960987,0.577228720197934,0.276878360367123,0.483264785935747,0.423109222732038,0.567356715771595,0.368997357334537,0.701647485598549,0.262302811067698,0.311658994099084,0.208854702982409,,4.8372718116223,,67023.0599797313
1985-06-01,,,,,,,,,,,,,,31.9833835513877,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.98,,,,,70.5276,85.3952692320722,118.691020210682,71.6135786080603,,,,,,,0.572297263800541,0.623943902536472,0.681847963741739,0.470271867429867,0.92516237096798,0.531419592657899,0.596067575278878,0.295222800599129,0.529335039115223,0.427131106568074,0.575216563848232,0.390656010183385,0.707031328219712,0.307263252397386,0.315324095344128,0.212908857164377,,5.22377269285835,,35290.7406632592
1985-07-01,,,,,,,,,,,,,,31.7365739771116,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.54,,,,,75.1907,83.9251300251009,118.681577153882,71.6911579139054,,,,,,,0.624318870574212,0.680591639938112,0.752012273457847,0.519641720126282,1.01857745946199,0.566779588583626,0.628543370487231,0.411431525682319,0.568232092229541,0.441099592150747,0.606301384216035,0.434493669463826,0.716950487688635,0.352977874747278,0.319095733968767,0.222372777219209,,5.87436353526254,,56796.6874070252
1985-08-01,,,,,,,,,,,,,,32.47737192127,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.31,,,,,86.307,83.9042838251723,118.885598051302,71.6027374353048,,,,,,,0.666997406858172,0.744639059952976,0.829208576451358,0.577301841159288,1.11711745006157,0.610905543701633,0.663667467508314,0.511833356286297,0.622433670303766,0.458646909355902,0.637858665652616,0.456097408958673,0.761514235427501,0.31924757616068,0.32372477976543,0.231365471016154,,6.76758271624653,,83711.8948328139
1985-09-01,,,,,,,,,,,,,,31.5362642596278,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.35,,,,,85.9856,83.2710364302873,118.380590411247,70.7822694092296,,,,,,,0.723614380709172,0.803292957216229,0.893104037560071,0.619643344396655,1.20628859675615,0.660389131432079,0.704601267109396,0.0950723810934808,0.707172949694166,0.474897260470584,0.665522679179345,0.46327953463661,0.796062695377956,0.353356821810611,0.329070568531683,0.255347905436489,,6.95302772651488,,69268.3722767603
1985-10-01,,,,,,,,,,,,,,32.1007784584344,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.95,,,,,91.256,82.0848676749367,118.943778514418,70.3142393129515,,,,,,,0.776003860733581,0.864569925824607,0.94682930844238,0.653275972287144,1.2527459796051,0.70230074241764,0.739331251180048,0.224605881227363,0.758704478318531,0.490268516050038,0.699131652555228,0.521977919144055,0.811625149643691,0.407313745440374,0.331778132616133,0.310909525612855,,9.14643594285584,,142166.637095544
1985-11-01,,,,,,,,,,,,,,34.2000964630225,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.31,,,,,93.5972,84.7442172136193,118.649963762559,71.3949870646896,,,,,,,0.849546307414021,0.938776721878464,0.990135646898309,0.69792368502082,1.28763297750133,0.798475095028586,0.775442805584273,0.280508874599851,0.879826928017994,0.505035582842112,0.733408477644594,0.585977226807282,0.837066296680015,0.388241760414294,0.335649071469401,0.508022753944307,,10.2032344154386,,208840.10652639
1985-12-01,,,,,,,,,,,,,,32.9129578515173,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.65,,,,,95.6431,82.6151724350321,117.943165662294,70.0616182204032,,,,,,,0.776938227731825,0.86977457998755,0.949994861141226,0.662671802169227,1.28412021779632,0.711270875720295,0.792484957194951,0.310501125210021,0.723757782755732,0.569244529955101,0.757062479643629,0.631112382757725,0.855686862326341,0.404981428774483,0.452119179863924,0.321678757386856,,11.4119072985649,,230726.887462874
1986-01-01,,,,,,,,,,,,,,35.2666693532651,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.15,,,,,96.9711,74.4747532561182,117.477714372616,62.8277180599142,,,,,,,0.775680647842122,0.858098299417104,0.957947689776947,0.657437889593792,1.26830661578268,0.688256964795831,0.818203825697275,0.300047874917787,0.696122145967072,0.621378273437335,0.80877486073358,0.64235480443181,0.913122816983402,0.393575108516371,0.51324376022437,0.324955686131497,,14.2760472997596,1863202.14889181,385450.255819707
1986-02-01,,,,,,,,,,,,,,34.7446142821653,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.49,,,,,103.7211,63.8859381649395,117.277242854133,54.0934553752215,,,,,,,0.79088282143153,0.875417204058725,0.970468854469717,0.678015933106423,1.29588533753869,0.722479412454175,0.851799442920015,0.312442527523696,0.711033414588719,0.639274721804359,0.816827796298531,0.600688452380837,0.965342943783672,0.404999823989967,0.526302749921808,0.343908786448453,,13.7077738473132,1913025.86859705,519590.716691771
1986-03-01,,,,,,,,,,,,,,35.3585126196033,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5,,,,,110.1404,59.1256759602787,116.849857901258,49.9976818095858,,,,,,,0.830426529445655,0.914809002630146,1.012078066588,0.712084669115891,1.34518265559907,0.75767433869501,0.878110189838128,0.349434373813195,0.753290520151213,0.661445454880504,0.845518207342029,0.616434719994124,0.997684926142997,0.44557628291353,0.541650437031153,0.389720442333365,,13.2981772495518,1908068.61468489,757307.9949952
1986-04-01,,,,,,,,,,,,,,35.9481216047814,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,,,,,112.0406,56.937298756529,116.44283812968,48.3629766572422,,,,,,,0.884885992139013,0.975951155009767,1.0870303310987,0.773518674473681,1.43195121122922,0.802761134791482,0.907926664265087,0.39628199669238,0.807158034141479,0.689265396586079,0.876476076453256,0.640576551002004,1.03469188982871,0.459764638001195,0.559634144726142,0.390508420670051,,13.3444048077488,1939316.98790929,407742.933417173
1986-05-01,,,,,,,,,,,,,,34.7121124377162,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,,,,,114.8355,56.2251456241744,116.15033666295,48.0388779087837,,,,,,,0.965087694189414,1.06533745007218,1.19079626071365,0.863144458598252,1.54688478092993,0.862894631161987,0.93875536493817,0.440171082759478,0.886534597915337,0.723498724811603,0.931216709626019,0.710226599473661,1.07122286556992,0.499031456315671,0.570968394297732,0.405736873599868,,15.3233046995386,1986363.07744785,111406.043075877
1986-06-01,,,,,,,,,,,,,,35.8889222398015,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.63,,,,,115.146,54.3819410172736,116.064782473489,46.3893027254781,,,,,,,1.0589729128024,1.17610016122691,1.3212735346929,0.960812782500917,1.70949998895209,0.942325121373681,0.993046292348607,0.478216374996882,0.985815089610535,0.75134576555067,0.980622440617536,0.787128534303575,1.11220321236232,0.555553287559799,0.585256931989403,0.418827295671327,,16.5593177068335,2176734.04421431,168492.768960675
1986-07-01,,,,,,,,,,,,,,35.8425390591985,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.08,,,,,121.3494,51.9494445898732,115.907955211899,45.351868599981,,,,,,,1.14439616354699,1.27181996916033,1.43822699762996,1.03684359989169,1.87455698259308,1.00542435521381,1.04119920607147,0.582736346739611,1.06161800192622,0.787179226779466,1.03516013870263,0.810981971052387,1.17435794225317,0.627805724307605,0.601663320900866,0.482159929040533,,19.8078094302872,2546364.45795216,171490.054877717
1986-08-01,,,,,,,,,,,,,,36.1969705778671,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.17,,,,,126.2962,57.6557575000808,115.898717591598,50.277467598411,,,,,,,1.25688593622933,1.38235233012166,1.57614695117287,1.1421858697612,2.04540938729922,1.0739086642013,1.09142227463178,0.676993836194288,1.14794577041685,0.916032350392439,1.08275986253192,0.861854821444893,1.23145770330992,0.800481704547014,0.758931670393117,0.796096934504289,,22.2121025251408,2705164.41397165,130723.923537396
1986-09-01,,,,,,,,,,,,,,36.2012066823001,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.89,,,,,130.7686,59.4521922100828,116.22169193803,51.3566148531864,,,,,,,1.37232047555405,1.50415545440459,1.72641328404328,1.25168329425662,2.23752042549516,1.15163207161247,1.15537477783502,0.371343104695966,1.26143981892643,0.973701011404584,1.14866318274596,0.912326234694727,1.29388475929879,0.878845441776335,0.825352604255466,0.836753980220095,,27.3057744560447,3611607.06133681,157511.023133739
1986-10-01,,,,,,,,,,,,,,37.0662177969651,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.66,,,,,133.8353,57.8953494913136,116.434278795798,50.9191518957753,,,,,,,1.4771987348954,1.62719618911856,1.86327309399809,1.35277728589949,2.38488169161275,1.22694686480482,1.22493162847158,0.483854863384954,1.34972696326221,1.01035079989579,1.20905881795679,0.967370773756399,1.36129486588723,0.954903388820192,0.851456811769601,0.896796065558749,,33.7837832137953,4081687.34072906,223669.681640957
1986-11-01,,,,,,,,,,,,,,35.6886005709348,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.61,,,,,132.6815,58.6022392896494,116.869408401384,50.0330348105763,,,,,,,1.59784467055697,1.76199150856776,1.98722353244967,1.45343532955383,2.53372604636594,1.35640118724708,1.28143153839357,0.542775741780025,1.51747711959021,1.06616894928273,1.26705506543488,1.02646822206354,1.43686667181373,0.992202420787665,0.94421417276655,1.1028580679207,,39.3294593587509,4725110.08740798,341867.989694374
