fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801,736181,65585,65587,65591,65593,65595,65597,130822,162374,162376,162382,162380,162384,162388,162386
2012-01-01,94.6184,127.4579,86.20783333333334,94.58533333333332,88.92293333333333,88.520613774264,84.71996943749532,94.61841400575001,85.38818743111267,,4.505879300154013,,4.629642379834743,96.30354812771539,74.9460238684053,91.04123242687446,70.6985207694601,87.07333333333334,87.95666666666666,92.62666666666667,82.47,70.22000000000001,,,,,53.20342454377751,52.78969552393543,53.609691409447066,51.122430144131606,1960591400.3212767,4966181433.40261,5553374859.453087,6779596329.285996,707570.6807369761,4.276666666666666,12.868699999999999,12.93641,17.131293333333332,,82.84553333333334,137.78520810028633,227.05979331599397,60.798359920308265,74.84889077735306,76.91863363026827,70.1501418248979,72.98415550401974,76.62560511896903,78.7698340932415,77.96903821499893,81.2940431914243,78.62930090267321,75.17769284571843,81.5698934293915,83.6541769261599,86.37728158566189,76.62509252821557,83.0576299149864,68.39567791960259,69.17875308041477,67.42997901046714,70.27726471590124,67.8107541382531,64.4396065637768,74.85276476326334,4097588117.5954833,38148.1061705825,5837771802.91718,215278106.666285,21332070.7220435,nan,nan,nan,nan,nan,nan,nan,9445078.82221042,3281592.61851898,6480544.42877879,1042501.16903339,2076036.63567794,-37259.6465667346,3179184.82934798
2012-04-01,95.00206666666666,128.58276666666666,86.85396666666668,95.18796666666667,89.35443333333335,88.85547942624267,83.34699305932567,95.00210445911466,85.60200025588865,,4.454342662035731,,4.567264243694869,95.86113462233163,74.88445477397147,91.7825509313551,71.7781151278403,87.92333333333333,88.98,94.29666666666667,82.87,71.00999999999999,,,,,54.568992901700334,53.13821836082553,53.4436088273301,50.4686841618908,2061086044.7494767,5082525798.774337,5717216572.16349,7087936522.350579,747736.156130828,4.34,13.5691,13.396366666666665,17.297803333333334,,86.08133333333332,129.966037164497,226.97120986982335,57.189018043496766,75.57906047495364,77.42048291046319,69.94606655861367,73.59132072579784,76.80734741075624,79.7066084942585,78.43593186081057,81.9623232999966,79.50271966239463,76.2141660126794,82.29559260362895,84.13190818073697,86.78658638134861,77.5421888685555,83.479103919778,68.43384013502953,69.1109147268571,67.88834311427273,70.16434720527803,67.94022487851994,64.86534086754213,74.55850097593184,4280473508.4845834,39308.15738552413,6002979377.796138,207295880.46593532,21474257.9008299,nan,nan,nan,nan,nan,nan,nan,9514840.98586312,3257702.63149547,6499088.15108012,1030979.8013915,2089605.58559566,-51321.4951536264,3208683.43160419
2012-07-01,95.56139999999999,128.81606666666667,86.6553,97.00163333333334,89.35936666666667,89.23662606635968,83.983411022257,95.56138497278666,85.89549201299701,,4.58250351847794,,4.73739424523674,95.3904550625147,75.71084697053406,90.94788835585057,72.16302919821057,89.22333333333334,89.95666666666666,95.32000000000001,83.71,73.45666666666666,,,,,53.252211676189326,52.1705585340176,53.66273617647426,50.51507773801427,2097070054.5039768,5138838200.467044,5837630544.75053,7394599464.819153,759502.1469942234,4.1499999999999995,13.136633333333334,13.249953333333332,16.542333333333335,,82.8382,131.67762419415268,227.67749547359332,57.793714842184535,75.9672693801245,77.79865127002937,73.64844199258947,73.5239805080205,76.69283177319157,80.38763651312887,79.56571968067057,82.69426797942693,80.5756032738305,77.4549627675527,83.23712374870597,84.54852898375596,87.26610196904193,78.39512087809167,83.7339566477773,70.67573906655633,73.95526485666316,73.1151770017151,74.40007470712733,68.84318350989453,65.95072445213283,74.80114563393303,4569642883.05754,40649.8221339268,6243268220.389863,239837644.37821332,21513364.8247164,nan,nan,nan,nan,nan,nan,nan,9547158.49514569,3241789.99664381,6574948.954378,1029159.86092088,2096129.29984285,-67542.0726875853,3143152.22007745
2012-10-01,94.32246666666667,128.89756666666668,87.15046666666666,93.5656,88.50103333333334,89.67791093536533,87.10363061343499,94.322465398268,87.100974247213,,4.733838145050957,,4.80213681798504,94.85102735611765,75.85441914954782,92.6697150230054,74.10742975041484,89.77666666666666,89.79,94.61333333333334,84.07333333333334,78.14999999999999,,,,,52.97905947830204,53.83816107493997,53.56940246333306,51.22135637634856,2120962742.8233967,5206750263.339367,5894064686.2106905,7619521981.191338,767254.404924342,4.183333333333334,12.994566666666666,13.039256666666667,16.981066666666667,,81.31776666666667,134.415140245388,228.22546921629467,58.898275612690604,76.20909017587941,77.93350636667776,74.5124739212908,73.60588412923266,76.6320741548835,80.66962463932049,80.1324449779588,83.12026062733587,81.37094651390423,78.37528583273551,83.97190856937293,84.64026720716267,87.74741946229,79.20546175309799,83.07521705310357,71.56283623529167,74.59482568571339,70.1220894985395,77.48479719159366,69.70028731692803,66.8362788640607,75.4108354431063,4722449659.560447,42052.901812065,6523543678.765836,251219895.92009267,21681474.0977295,nan,nan,nan,nan,nan,nan,nan,9611285.28535699,3323163.3839155,6634651.26116695,1036757.23930886,2089393.25506449,-61079.1474551723,3207832.263932
2013-01-01,94.6501,129.89603333333332,87.54129999999999,94.83793333333334,88.3807,89.60310705555999,84.996434429703,94.65007719192533,87.11039446821967,,4.442491512768987,4.67910085400947,4.561292673293914,97.12766858584551,78.33525764726859,91.2792595841612,73.50229086126056,90.39666666666666,90.14666666666666,94.98666666666666,84.50666666666666,80.85333333333334,,,,,52.5322891441351,52.592313575071394,54.14730173973536,50.88621928114123,2147668263.26918,5275414842.186967,6001700621.9567795,7903015340.312547,776351.6455451733,4.1066666666666665,12.6167,12.43877,16.581210000000002,,77.73286666666667,136.47132210701966,227.491798613402,60.09942524270104,76.26054233949394,78.20813197153883,74.30294717657954,73.29236611138548,76.70562389943866,81.4900406851737,80.8628736631089,83.7251351728737,81.82005636926714,78.85209253027377,84.34848274513327,85.39041950620025,88.18660758239629,80.10397746658467,84.1926773556187,72.5220803725604,75.3996769295869,72.01542842364097,77.53074393705144,70.82920394546387,68.0997287284725,76.40844524968844,4946884399.49951,44364.71959633327,6972806315.598404,272908752.8894017,21704011.5974673,nan,nan,nan,nan,nan,nan,nan,9654962.33629943,3321912.86070828,6647864.8119403,1034151.39064627,2115227.16450877,-64785.4478701797,3187877.15284733
2013-04-01,93.89076666666666,127.82753333333334,87.81816666666667,92.13296666666668,88.57343333333334,89.58263520495734,87.98551405602166,93.890772517821,87.16232486876767,,4.45392696049856,4.487420398376551,4.61156536737726,95.36896083663602,77.83719979707146,90.23784359530737,73.7044303806025,90.61,90.3,94.91000000000001,85.04333333333334,82.17666666666666,,,,,52.4023545232649,50.27817560999907,53.440854335013036,48.8118147059771,2194275323.1801896,5378526911.995027,6067598944.300403,8073678069.851773,775664.250078511,3.7733333333333334,12.659,12.27183,16.51452666666667,,75.45360000000001,133.231981188364,226.41714897948268,58.794617975761206,76.59428162577653,78.0783535182572,75.79447461044724,73.3560706064937,76.01289264859396,82.07320775189656,81.92634952530078,84.31519247728359,82.2466102253844,79.51937385271357,84.5549158951356,86.13659917363547,88.65837099963854,80.96618892461987,85.18596677511353,75.14245160817093,78.6397047266861,76.461478990988,80.18605678897484,72.96635843779524,69.88631433359447,79.50388131102693,5068155760.3093605,41670.165587552205,6801134853.94228,346181955.9756197,21615764.5890558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-01,94.37823333333334,127.68943333333334,88.42846666666667,92.4418,88.84429999999999,90.03022723208534,87.76105264178666,94.37822845874,87.63826784626133,,4.226293578118547,4.680521709795486,4.446234188064,96.32250645969754,79.0896840273606,91.2874174033427,74.93061973797269,90.96333333333332,90.68333333333334,94.74666666666667,85.86666666666667,82.10000000000001,,,,,51.7911889565224,50.71977551407513,52.44913054953,50.1702016156886,2265967740.250447,5565519754.764073,6273000884.56221,8202768013.104417,791613.8940763483,3.776666666666667,13.120866666666666,12.654146666666668,17.49382,2.14355,77.01806666666666,131.813923926947,226.788976265369,58.08816825616383,76.7006714552753,78.44230620911964,71.9510775731831,73.55940101285687,76.62285097141101,82.587813375287,82.30512034125506,84.71695801961293,82.6325342241376,80.07205662032153,84.8136937683612,86.54418536006294,89.20381365036373,81.88775009381736,85.30810361497913,75.33755640498539,76.84672215776136,71.64617040017767,79.95308782800755,74.4749550165312,71.44945560459547,80.5962367817363,4981935366.626807,40347.290326176735,6592913557.903964,248351063.4847847,21747833.2463451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-01,94.8596,129.75853333333333,88.65563333333334,94.06376666666667,88.92906666666666,90.43361896155632,89.80302468423834,94.85959220186267,87.95400859226767,,4.282825711823283,4.53473995826747,4.358533838790587,96.36081664792836,79.8599813560092,91.7388202936264,76.0269752816539,91.26333333333334,91.19666666666667,95.24333333333334,86.50666666666666,80.81,,,,,51.859866325312,51.03686719470747,52.60236074600863,50.08890560329811,2322668838.75556,5705680567.120843,6491075408.0266,8495340818.63789,825225.5561206113,3.356666666666667,13.067033333333333,12.38552,17.86403,2.1495333333333333,77.22606666666667,130.745648835783,227.31691002473903,57.474690713656535,77.1767590963024,78.67134349833846,72.99997710482256,73.7946669102343,76.50873604396247,83.2753943664773,83.0424649477195,85.2701119212232,83.04080859785527,80.6093547771135,85.16637457628694,87.22146160761838,89.67174300406201,82.728170699372,85.98846629745042,76.54660988842376,77.99036818566789,75.97928734189581,79.19875955924563,75.67934118987587,72.62784652842437,81.65787348107825,5189108835.740196,41875.7049624015,6876436113.773693,223224120.54089966,21855519.6195072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-01,95.92766666666667,127.93529999999998,92.78716666666666,94.53073333333333,90.38606666666668,90.92181697741766,88.79091476832268,95.927667047029,88.33105855806133,,4.232370045338683,4.521428547718156,4.378859990938636,96.38784611334488,80.9603898542454,91.14523095357545,76.47829766299016,91.57,91.30333333333333,95.29666666666667,86.64333333333333,83.55333333333333,,,,,52.15380452047027,52.23292041455343,53.23849207503586,49.92224332202187,2424186397.9712133,5836798862.59929,6611512443.96387,8646689438.584259,849116.353557492,3.1566666666666667,13.223233333333333,11.928199999999999,18.104613333333333,2.16005,76.92223333333334,129.85696592921,229.21231057581733,56.772176418218,77.92478550959606,79.50226837650996,74.30686186592887,74.76901855195537,77.5980416440676,83.70991266161856,84.23874781944521,86.2945309312878,84.24408888317207,82.5820796873344,85.64943928537336,88.07649457008729,90.1577464984245,83.59144142129543,87.359063422896,78.20759681287143,78.72896679040844,75.3076680227107,80.80501267594667,78.0487116743699,74.89363063021672,84.22892377653326,5368369522.393997,40029.45494276683,6635368788.529587,205275148.54167268,21997330.1000941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-04-01,97.54993333333334,127.95710000000001,93.78086666666667,96.38416666666666,92.49900000000001,92.20792942322,90.52753981053866,97.54992287435533,89.16826352905734,,4.237886974140527,4.310120827063886,4.435844011408683,95.78204943400054,80.99933867424205,91.33997762552754,77.26921968083435,92.72333333333334,92.26333333333332,96.86666666666667,86.92,86.61666666666667,,,,,52.44548480790837,53.42766459948536,53.4073206601131,50.67980148485993,2504492539.71617,6022908451.752823,6787313218.411759,8937668319.935453,880459.5299630263,3.1766666666666663,12.974066666666667,11.98375,17.818986666666667,2.0806,76.7905,129.95920551263066,229.52194970712603,56.5924703517691,78.46996122927817,79.97774982060696,74.71721240570346,75.32368855980724,78.0030719917044,84.21877995421967,84.87554034809101,86.89707550351443,84.79598264680403,83.37002595652207,85.991859533011,88.74638862156883,90.60969904450066,84.54195375841498,88.18086555129624,79.13335340250573,79.37328194984876,71.39661757283123,84.4630677861935,78.876208643431,76.15501389273604,84.75055861646017,5617215444.016503,41726.76102385633,6890791688.077037,191314864.34586868,22285379.9334089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
