fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1985-01-01,,,,,,,,,,,33.4753400418822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8824,87.4900078198829,118.40199098621,72.9944625860179,,,,,,,0.443208273748054,0.493989698123504,0.561203232731166,0.37932180054262,0.748644666405746,0.380512986088295,0.517281845018402,0.156055063196047,0.350621137980762,0.377682596141038,0.507216686359983,0.350340503045029,0.611118822291663,0.196103067232475,0.295966742175562,0.167004206597032,,3.70669598380068,,40939.6934960317
1985-02-01,,,,,,,,,,,33.560520228875,,,,,,,,,,,,,,,,,,,,,,,,,48.26,,,,,66.8016,88.2678486296823,118.295507758047,74.1900685135822,,,,,,,0.450442661031624,0.495869377232408,0.555741537082949,0.392489933387554,0.733029687541152,0.403077034245808,0.529936334349305,0.172792705419877,0.366993314708264,0.392480468297908,0.524641527598998,0.348935896262421,0.645777327058881,0.204545947473128,0.304001385484272,0.170806193424695,,4.02953572057971,,26133.3455339702
1985-03-01,,,,,,,,,,,31.1288228204025,,,,,,,,,,,,,,,,,,,,,,,,,55.29,,,,,66.231,88.5769156906502,118.45020583774,74.0790457819341,,,,,,,0.471142066175552,0.512222735291676,0.567591182681954,0.406447630747177,0.744329356559655,0.42852866545844,0.545275392411961,0.205039300871125,0.396460666981722,0.402868754332826,0.542462843632768,0.359568562420749,0.666710791339812,0.225819037926128,0.307169265373352,0.192020474596373,,4.37418106125285,,41252.5775546183
1985-04-01,,,,,,,,,,,32.1262008746383,,,,,,,,,,,,,,,,,,,,,,,,,57.77,,,,,69.0704,87.5882298701315,118.662298592897,73.0497759663047,,,,,,,0.49389386098372,0.537656392032889,0.59191174102091,0.422465718634644,0.782195191752226,0.455021705217472,0.558803581304521,0.244374810006687,0.428562097466312,0.418315473197767,0.561244587398562,0.382491094710173,0.68214527904283,0.232559810063864,0.31204705108237,0.194157218805095,,5.00576216434024,,72225.5194818616
1985-05-01,,,,,,,,,,,30.6708032680316,,,,,,,,,,,,,,,,,,,,,,,,,56.08,,,,,69.4595,86.6925688612885,118.71621732154,72.1293361215844,,,,,,,0.529786236202309,0.578254475448126,0.630280791557888,0.443862963627581,0.842630910842939,0.496106803973901,0.577292926467592,0.276878794727711,0.48340568768153,0.423107727986767,0.567361922604554,0.373498118729005,0.701642678666269,0.262247749342758,0.311665390559512,0.207392358130686,,4.83722623873041,,66948.8713384537
1985-06-01,,,,,,,,,,,31.9831553381528,,,,,,,,,,,,,,,,,,,,,,,,,61.98,,,,,70.5276,85.3856229209796,118.691020210682,71.6098392821209,,,,,,,0.572092260016736,0.623943910021262,0.681848152571928,0.470396388064357,0.925161865643044,0.531344814595477,0.596085838135551,0.295223173899949,0.52943383137301,0.427123980387881,0.575218279498066,0.389216338722216,0.707026865247708,0.307202339550667,0.315325815663799,0.201925031926555,,5.22373052908425,,35419.5723254699
1985-07-01,,,,,,,,,,,31.7363671025089,,,,,,,,,,,,,,,,,,,,,,,,,65.54,,,,,75.1907,83.8792389656801,118.681577153881,71.6668740066067,,,,,,,0.624074522976944,0.680591641879231,0.752012466865898,0.519780867958959,1.01857707908166,0.566754528042267,0.628573426714743,0.411433395419492,0.568368195644019,0.44107192774183,0.60629954320611,0.431342358204428,0.716960596450045,0.352915805333671,0.319081979199713,0.209036156967824,,5.87432459634727,,57179.5361449426
1985-08-01,,,,,,,,,,,32.4768932555159,,,,,,,,,,,,,,,,,,,,,,,,,69.31,,,,,86.307,83.8559781375568,118.885598051302,71.6014707029864,,,,,,,0.666667235479222,0.744639055798118,0.829208756697244,0.57740850146436,1.11711730497294,0.610963152817893,0.663629288673215,0.511837538374202,0.622633442546353,0.458681637004053,0.637853430196848,0.453279757380864,0.76152697247706,0.319120540058106,0.32370729583979,0.214704939591745,,6.7675388496855,,85933.462509624
1985-09-01,,,,,,,,,,,31.5355942330596,,,,,,,,,,,,,,,,,,,,,,,,,65.35,,,,,85.9856,83.2584306683291,118.380590411248,70.8060502095742,,,,,,,0.72324201415821,0.803292971629249,0.893104147761427,0.619629615354323,1.20628862002068,0.660217436862224,0.704461785585481,0.0950691794332239,0.707444157081234,0.474921263607962,0.665513174239518,0.460756522642693,0.796083738856826,0.353299733046795,0.329061579978649,0.254557737507299,,6.95295241745325,,69016.8892902585
1985-10-01,,,,,,,,,,,32.1007269232181,,,,,,,,,,,,,,,,,,,,,,,,,61.95,,,,,91.256,82.0925645620413,118.943778514419,70.3112298759585,,,,,,,0.776621648529946,0.864570019817421,0.946827804303806,0.653148491330679,1.25274663085453,0.701744631640281,0.739045197157266,0.224603388373968,0.758990091331507,0.490297997775294,0.699107640544748,0.520237781578179,0.811625811194789,0.407117249982329,0.331756662238093,0.309250922991887,,9.14655837052158,,140457.864289745
