fecha,SR17536,SR17537,SR17538,SR17539,SR17540,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1985-01-01,,,,,,,33.4779783519683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8824,87.4884738818452,118.401990986229,72.9955592623299,0.443225231130143,0.493510903010215,0.561203106759932,0.379776815348435,0.748646834339605,0.380512608820168,0.517283053915761,0.155814875965569,0.351280673552178,0.378564390506115,0.507212535065237,0.348582961512304,0.611035346183951,0.196132316739195,0.295692379791715,0.166664756753312,,3.70699559122457,,40586.3361088454
1985-02-01,,,,,,,33.5620885038669,,,,,,,,,,,,,,,,,,,,,,,,,48.26,,,,,66.8016,88.2690603309708,118.295507758062,74.189203368214,0.450457752956067,0.495785010893658,0.555741671356492,0.39250505287935,0.733030943880862,0.403076819671423,0.529936143824338,0.17264467080618,0.367426979688972,0.392723193203324,0.52464511903104,0.350673218733176,0.645679255630842,0.204606456824668,0.30393297033179,0.171315294481414,,4.02952774763765,,26802.1004811642
1985-03-01,,,,,,,31.1303554666851,,,,,,,,,,,,,,,,,,,,,,,,,55.29,,,,,66.231,88.577922588383,118.450205837746,74.0758345184156,0.471153987361929,0.512512072165818,0.567591778718117,0.406323632904942,0.744329607274418,0.428528477548947,0.545274224335587,0.204961165432691,0.396607745992717,0.403211137787506,0.542465943817829,0.361470389668307,0.666657374401766,0.225876890803178,0.307329160121295,0.193045919922197,,4.37441159849616,,40463.4966032095
1985-04-01,,,,,,,32.1280052410182,,,,,,,,,,,,,,,,,,,,,,,,,57.77,,,,,69.0704,87.5890082966184,118.662298592896,73.0469741014068,0.493901786513842,0.538108041819766,0.591912711977385,0.422318172889041,0.782194700210436,0.455021583241663,0.558802141411269,0.244337838068828,0.428486413933045,0.418628965655005,0.561246719950793,0.382854695104902,0.68211616005317,0.232627624187608,0.310596385706254,0.195254999239411,,5.00592871987451,,71490.250295376
1985-05-01,,,,,,,30.6727469450454,,,,,,,,,,,,,,,,,,,,,,,,,56.08,,,,,69.4595,86.6930816050273,118.716217321539,72.1269749957656,0.529791587295221,0.57867512295879,0.630281933092489,0.443724377935517,0.842630172572386,0.496106743339383,0.577291833224935,0.276713549873272,0.483266214078943,0.423268305332756,0.567362195182128,0.376033415591946,0.701623198856334,0.262324134909665,0.312236611965764,0.208246616353853,,4.83728575919102,,66638.1826628721
1985-06-01,,,,,,,31.9856042618983,,,,,,,,,,,,,,,,,,,,,,,,,61.98,,,,,70.5276,85.3858372505818,118.691020210681,71.607995515863,0.572097359255923,0.624322860502989,0.681849271672585,0.470271381992219,0.925161297826799,0.531344791526043,0.596085230411131,0.294837599586463,0.529335681403464,0.427039422605082,0.575216809862401,0.389235795492884,0.707044659438431,0.30728693013086,0.31547806198909,0.200850206942501,,5.22358723586332,,35088.9116965346
1985-07-01,,,,,,,31.7383054962203,,,,,,,,,,,,,,,,,,,,,,,,,65.54,,,,,75.1907,83.8794859399917,118.681577153933,71.6684351460397,0.624079666125975,0.680899175591404,0.752013303747584,0.519641256626836,1.01857655066157,0.566754532542695,0.628572928081645,0.414373028964481,0.568232300762887,0.440693366328695,0.606295876929095,0.433678204225663,0.716953711581878,0.35300203045916,0.319147882322943,0.208985255618167,,5.87408471024603,,56734.0412691544
1985-08-01,,,,,,,32.479085799141,,,,,,,,,,,,,,,,,,,,,,,,,69.31,,,,,86.307,83.855892347298,118.885598051285,71.6030961080153,0.6666728158344,0.744912964281761,0.829209247593038,0.577301841445906,1.11711687478907,0.610963244607743,0.663629383651738,0.508208330548031,0.622433304909478,0.458301291257404,0.637847810410361,0.455865430904076,0.761527966296252,0.319297619518452,0.323874147151317,0.215564877597011,,6.76712975074816,,83652.8206962315
1985-09-01,,,,,,,31.5379071349133,,,,,,,,,,,,,,,,,,,,,,,,,65.35,,,,,85.9856,83.2579732661031,118.380590411231,70.8069853966536,0.72324773704024,0.803474002126592,0.893104171675765,0.61964454217296,1.20628785768157,0.66021779958463,0.704462506000562,0.0946390810215887,0.707167582090647,0.474498271030949,0.665505125915357,0.473090627128094,0.796044403664742,0.353379070525739,0.329292336616382,0.253546370683702,,6.95223526992934,,69025.6164905179
1985-10-01,,,,,,,32.0955024989059,,,,,,,,,,,,,,,,,,,,,,,,,61.95,,,,,91.256,82.0918075535324,118.943778514402,70.3130991919607,0.776615177987565,0.864792710378592,0.946822066180203,0.653277999707438,1.25274654864909,0.701745237653218,0.739047077006218,0.22683575755157,0.758697441012099,0.489658536452056,0.699111152502195,0.513606661352521,0.811696040626715,0.407392279194707,0.332025004976906,0.308523468045326,,9.14587107636855,,146235.684653128
