fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1985-01-01,,,,,,,,,,,33.4706822766881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8824,87.4923791405259,118.401990986229,72.995762880559,,,,,,,0.443207155183341,0.493987744069561,0.5612031506958,0.379776751134991,0.74808884911594,0.380509715338609,0.517282855346232,0.156041233790349,0.351280735633029,0.378565422669604,0.507251949621529,0.348582961512288,0.611118347047106,0.196104336463497,0.295692803822613,0.164826741443463,,3.70692915923167,,40595.1685774231
1985-02-01,,,,,,,,,,,33.5575473010566,,,,,,,,,,,,,,,,,,,,,,,,,48.26,,,,,66.8016,88.2659760076659,118.295507758062,74.1890466639516,,,,,,,0.450441666333772,0.495870137658054,0.555741671544095,0.392505040680054,0.732557120806542,0.403076299253845,0.529936213526579,0.172772774372801,0.36742705666728,0.392755234796934,0.524462371821125,0.350673218733191,0.64577431018378,0.204545941578219,0.303920315353432,0.17109216537835,,4.02992794844148,,26814.7652620414
1985-03-01,,,,,,,,,,,31.1266908517139,,,,,,,,,,,,,,,,,,,,,,,,,55.29,,,,,66.231,88.575359634031,118.450205837746,74.0752482654699,,,,,,,0.471141281723376,0.512225820218283,0.56759171928243,0.406323635217732,0.743978624194241,0.428528009761642,0.545274475787525,0.205018769561452,0.396607824920932,0.403235351743698,0.542287284425936,0.361470389668328,0.666710441132433,0.225810020258198,0.307316912103635,0.194195146459574,,4.37437121766978,,40456.4925535929
1985-04-01,,,,,,,,,,,32.1247436879515,,,,,,,,,,,,,,,,,,,,,,,,,57.77,,,,,69.0704,87.5870269832166,118.662298592896,73.0464627670337,,,,,,,0.493893340528207,0.537660591566005,0.591912606962424,0.422318177842859,0.781924476252808,0.455021285103583,0.558802426405131,0.244358573184183,0.428486474119858,0.418621151082056,0.561280607201845,0.382854695104936,0.682145132199441,0.232559634845369,0.310656709771082,0.197073736269103,,5.00598942341277,,71486.9716359286
1985-05-01,,,,,,,,,,,30.6701720331622,,,,,,,,,,,,,,,,,,,,,,,,,56.08,,,,,69.4595,86.691776677253,118.716217321539,72.1265443834272,,,,,,,0.529785885459257,0.578258156160499,0.630281805324641,0.443724382548912,0.842364441622588,0.496106631497507,0.577292024029924,0.276868421982058,0.483266248396977,0.423230664995533,0.567188175020475,0.376033415591995,0.701642073249515,0.262248990760771,0.312248152868971,0.209742600489755,,4.83720591770228,,66627.4884004747
1985-06-01,,,,,,,,,,,31.983704036941,,,,,,,,,,,,,,,,,,,,,,,,,61.98,,,,,70.5276,85.3852919824383,118.691020210681,71.6076596294114,,,,,,,0.572091925755479,0.623946269293141,0.681849143433565,0.47027138492816,0.924829448788069,0.531344754238993,0.596085316779735,0.295218162702055,0.529335696958148,0.4270118673832,0.575254639123028,0.389235795492972,0.707026605271648,0.307204733329695,0.315506100863768,0.200460013096026,,5.22351115874265,,35076.5726705283
1985-07-01,,,,,,,,,,,31.7371005380158,,,,,,,,,,,,,,,,,,,,,,,,,65.54,,,,,75.1907,83.8788583008444,118.681577153933,71.6687151743651,,,,,,,0.624074186328043,0.680592514921227,0.75201320640141,0.519641260469533,1.01830679600646,0.566754348970193,0.628573013072459,0.411427722767798,0.568232309803756,0.440679707619844,0.60627410862648,0.433678204225637,0.716956302877956,0.352916803451847,0.319149000758762,0.209548223003962,,5.87401297044023,,56728.9514802976
1985-08-01,,,,,,,,,,,32.4787730823739,,,,,,,,,,,,,,,,,,,,,,,,,69.31,,,,,86.307,83.856108966336,118.885598051285,71.6033920354699,,,,,,,0.66666687061061,0.744639009550824,0.829209192412956,0.577301841559568,1.11702530483923,0.610962817321467,0.663629382211678,0.511818480934125,0.622433306299269,0.45830001125031,0.637947668278347,0.455865430904009,0.761523384032029,0.319116733052552,0.323873183980833,0.218427244839532,,6.7670465097424,,83643.9327868371
1985-09-01,,,,,,,,,,,31.5383414723062,,,,,,,,,,,,,,,,,,,,,,,,,65.35,,,,,85.9856,83.2591369117923,118.380590411231,70.8071562386863,,,,,,,0.723241640065654,0.803292968613985,0.893104173334456,0.619644531061369,1.20622946899055,0.660218528974717,0.704462414570154,0.0950970978285985,0.707167428882243,0.474500002601851,0.665711150439629,0.473090627128007,0.796076651317497,0.353296208400275,0.329280673729396,0.253020445057806,,6.95209806600616,,69043.2545993117
1985-10-01,,,,,,,,,,,32.1019418842185,,,,,,,,,,,,,,,,,,,,,,,,,61.95,,,,,91.256,82.0937346927552,118.943778514402,70.3134403071008,,,,,,,0.776622069906984,0.864567986109184,0.946822658597949,0.653277978692054,1.25571224485501,0.701747928460316,0.739046800966744,0.224626954963801,0.758697228834179,0.489670604304956,0.699694006084707,0.513606661352425,0.811630283373653,0.407088237120734,0.332007989643754,0.307801443338064,,9.14603908396464,,146204.247153833
