fecha,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,444884,SL136,SL137,SL138,SL11136,SL11138,SL11139,SL2830,SL5114,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801,736181,65585,65587,65591,65593,65595,65597,130822,162374,162376,162382,162380,162384,162388,162386
1985-01-01,,,,,,,,,,,,,,32.7200417084441,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.775,,,,,67.30499999999999,88.06297480630587,118.38256819399935,73.76132582910947,,,,,,,0.4549338085603803,0.5006940361289131,0.5615119689045743,0.39275395795303103,0.742000997878255,0.4040379584942733,0.5308311490938077,0.17809136275435,0.37176914999099697,0.39103428455793704,0.5247695036742434,0.3509978829957013,0.641219499109273,0.20861201967507834,0.30234319679870364,0.17678111468943067,,4.036753756432167,,36115.7767575519,11612093.0714764,1042579.45833153,104330.197071403,118533.258924239,714207.342361576,173846.911265874,118075.342515917,10099.7758106079,nan,nan,nan,nan,nan,nan,nan
1985-04-01,,,,,,,,,,,,,,31.593310384013833,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.60999999999999,,,,,69.68583333333333,86.56406355153217,118.68984537503967,72.2679558814868,,,,,,,0.532101347886485,0.5799524813629673,0.634680301047771,0.4455747339996403,0.8499966578009223,0.49415754390017463,0.5773939039574233,0.27222918823935766,0.48036129679657896,0.4228562758510123,0.5679372737187603,0.3812213796057127,0.6969507899386573,0.26737204710497536,0.3130067569846387,0.20216535448544967,,5.02225929453093,,58081.99127662587,11546940.1681099,1041676.15503916,95505.5119095865,126672.472047631,718569.794399915,174436.058409164,106915.80637616,10570.5345195192,nan,nan,nan,nan,nan,nan,nan
1985-07-01,,,,,,,,,,,,,,31.917277678226835,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.73333333333333,,,,,82.49443333333333,83.70015009352016,118.649255205477,71.3587215861466,,,,,,,0.6716423128302907,0.7428413132341833,0.8247750135407009,0.5722723492739893,1.1139945679076433,0.6126452607165936,0.6655549169108114,0.33938207340975796,0.6326128833502986,0.4582144539626363,0.6365611204953373,0.45129826352291597,0.7581622633287829,0.34192391307759396,0.3239640233984633,0.22677960790616167,,6.53165799267465,,69925.65150553313,11605606.6558549,1048190.84461986,88294.8939716387,117803.027681104,717894.795633415,174660.962406963,121301.256335139,6334.63909527396,nan,nan,nan,nan,nan,nan,nan
1985-10-01,,,,,,,,,,,,,,33.07149754405063,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.97000000000001,,,,,93.49876666666667,83.14808577452936,118.51230264642368,70.59028153268143,,,,,,,0.8008343089694163,0.8910391697905403,0.962319539910176,0.6711561784602077,1.27483296402149,0.7370636154734737,0.7692208358725706,0.27172336422498,0.787429689194734,0.5215137739534764,0.7298682849643491,0.5797913637262693,0.8347898356923764,0.4003688114015813,0.37318275693605,0.39851788065873833,,10.253859218953112,,193911.2103616027,11581710.1937746,1045345.04335517,81836.11864689,120533.388598895,714739.388508767,169539.770142429,131354.607822246,-3698.51014785874,nan,nan,nan,nan,nan,nan,nan
1986-01-01,,,,,,,,,,,,,,35.122374666919804,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.04666666666667,,,,,103.61086666666667,65.82878912711213,117.20160504266899,55.63961841490717,,,,,,,0.7989941363730416,0.8827750100709673,0.9801650267344066,0.6824637327529244,1.3031247723280932,0.723186349871279,0.8492958521982147,0.3207884031086677,0.7201487501533744,0.6407016219414531,0.8237064020743726,0.619813521771056,0.9587282518079366,0.41444279282115964,0.5270680626551233,0.3482475478794987,,13.7606661322082,1894765.5440579168,554116.322502226,11345667.8923105,1025188.29704487,98012.1913490651,119972.496864783,719018.612869823,167487.31390856,112901.45017089,-3055.66746399431,nan,nan,nan,nan,nan,nan,nan
1986-04-01,,,,,,,,,,,,,,35.5163897994712,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.87666666666667,,,,,114.00736666666667,55.84812846599234,116.21931908870634,47.59705243050133,,,,,,,0.9696477883359823,1.07246397221296,1.1997002779200834,0.8659476276788457,1.5627787977462333,0.8692771044705273,0.9465962253583794,0.4382927553271703,0.8931692607947547,0.7213706323802996,0.9294377675608964,0.7125392965153331,1.07271643485442,0.5048461046213107,0.571949502885197,0.4008476018973786,,15.075675738040301,2034138.0365238169,229213.91515124167,11204328.8187642,1021359.01590513,89309.5520223553,120685.093026294,705340.278091228,157600.625096983,123254.958241691,1066.82749767154,nan,nan,nan,nan,nan,nan,nan
1986-07-01,,,,,,,,,,,,,,36.08098225152987,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.38,,,,,126.13806666666666,56.352464766678935,116.00945491384233,48.995317017192804,,,,,,,1.2578662766219535,1.38610926671842,1.5802623641939302,1.1436851331185833,2.05249572032864,1.07696227364109,1.0959126847251566,0.5436232442118514,1.1570011507653633,0.8923041064405469,1.0888614589594232,0.8617341249671006,1.2332111815041567,0.7691290219346884,0.728649703879474,0.6968190520645354,,23.108562137157566,2954378.6444202065,153241.66718295068,11024508.0911471,1001971.48859139,79109.6868352833,124460.92448855,695650.523548274,144836.716793347,126273.453902578,-6011.18077657605,nan,nan,nan,nan,nan,nan,nan
1986-10-01,,,,,,,,,,,,,,36.352334223769134,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.18333333333334,,,,,133.07746666666665,59.06560151198147,116.76822490240767,50.97937803402774,,,,,,,1.5570921876294068,1.7261175954971366,1.9672236392484634,1.4284068032491366,2.5324022780097697,1.3043634576044734,1.28449202724806,0.5385916195566887,1.4342440795026266,1.0695688286651566,1.27331614888205,1.027171235738938,1.4458148117223333,0.9732020691105263,0.9232204286688536,0.9910747926156946,,40.47231981330183,4746754.74762186,327799.4886778127,10952435.2344758,999235.875974942,75434.2280294357,124724.319471777,684015.967835563,142315.945257761,136981.085897867,-11452.0145289231,nan,nan,nan,nan,nan,nan,nan
1987-01-01,,,,,,,,,,,,,,33.014674085837036,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33333333333333,,,,,137.55363333333332,64.34506228758583,117.85495151326768,54.238022079768136,,,,,,,1.7425656298687466,1.94231940002454,2.2587757564884234,1.58218788051345,2.996213156284657,1.4441996518465068,1.4600235966173332,0.6537321342535529,1.5656267544102167,1.2929790825870766,1.6013470788069133,1.29685414641845,1.8035596286647901,0.9596589605317544,1.0121355102468466,1.0140574681552244,,79.87537681451305,8524412.823720219,732073.388885291,11063181.1901069,1005206.07137754,81989.5399730812,123713.708060827,683002.097980951,138917.440861263,133358.887455096,3852.27619761509,nan,nan,nan,nan,nan,nan,nan
1987-04-01,,,,,,,,,,,,,,33.97975798220204,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.03666666666668,,,,,138.5687,68.28794022671686,119.74569928924068,56.546886938642366,,,,,,,2.224522319905567,2.435865305220623,2.85364669534725,2.0023052953298732,3.7946770790112403,1.7806417431331998,1.6970866884640865,0.8199511416768791,1.9820782516852133,1.69104576259375,2.04277102229058,1.5918086504318032,2.3367069529477535,1.3394466425851066,1.3203188841933267,1.4119299875919131,,145.83891227709233,17188993.514094967,1756521.0882746766,11370009.3174828,1032710.83153134,83702.1157801041,121869.600092178,702292.972200419,156653.674571079,134591.464984981,-1544.55798534139,nan,nan,nan,nan,nan,nan,nan
